file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/HashMultimap.java,io.vavr.collection.HashMultimap,class,13,23,10,13,9,2,0,3,36,1.0,0.0,0.0,9,5,5,1,3,0,8,0,0,0,1,1,0,1,0,0,1,0,3,130,8,0,0,0,0,2,1,1,0,1,0,0,1,1,105,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Iterator.java,io.vavr.collection.Iterator$Anonymous42,anonymous,4,4,0,4,4,1,0,7,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,17,2,1,0,0,0,0,0,5,0,2,2,0,0,0,7,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For4List,innerclass,8,8,0,8,2,1,0,6,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,4,0,0,4,0,0,4,0,1,16,1,0,0,0,0,1,0,4,0,8,0,0,0,4,42,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For7Try,innerclass,11,11,0,11,2,1,0,9,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,7,0,0,7,0,0,7,0,1,22,1,0,0,0,0,1,0,7,0,14,0,0,0,7,51,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For2Future,innerclass,5,5,0,5,2,1,0,4,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,1,12,1,0,0,0,0,1,0,2,0,4,0,0,0,2,37,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/PartialFunction.java,io.vavr.PartialFunction$Anonymous1,anonymous,4,4,0,4,2,1,0,3,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,15,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/PartialFunction.java,io.vavr.PartialFunction$Anonymous2,anonymous,3,3,0,3,2,1,0,2,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,14,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/MatchErrorTest.java,io.vavr.MatchErrorTest,class,4,4,0,4,2,1,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,0,0,2,1,0,1,1,0,0,0,18,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/MatchTest.java,io.vavr.MatchTest$Person$Util,innerclass,1,1,0,1,2,1,0,0,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,4,0,0,1,0,0,0,0,0,7,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For7Validation,innerclass,12,12,0,12,2,1,0,9,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,7,0,0,7,0,0,7,0,1,22,1,0,0,0,0,1,0,7,0,14,0,0,0,7,57,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/List.java,io.vavr.collection.List$Cons$SerializationProxy,innerclass,5,5,0,5,7,1,0,13,0,0.5,NaN,NaN,4,0,0,3,0,1,1,0,0,0,2,1,0,2,0,0,1,0,1,30,1,2,0,0,0,2,3,10,0,7,1,0,0,0,92,26,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler55Test.java,io.vavr.collection.euler.Euler55Test,class,8,9,1,8,4,1,0,17,6,0.0,NaN,NaN,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,14,3,0,0,0,0,0,4,0,0,0,0,0,0,0,107,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case6,innerclass,14,14,0,14,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,40,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case7,innerclass,15,15,0,15,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,41,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case4,innerclass,12,12,0,12,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,38,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Function3Test.java,io.vavr.Function3Test$1Type,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/BitMappedTrie.java,io.vavr.collection.LeafVisitor,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case5,innerclass,13,13,0,13,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,39,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy6Option,innerclass,15,15,0,15,2,1,0,13,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,6,0,0,6,0,0,6,0,1,35,6,0,0,0,0,1,0,6,0,12,5,0,0,6,85,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case2,innerclass,9,9,0,9,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,36,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler71Test.java,io.vavr.collection.euler.Euler71Test,class,5,6,1,5,5,1,0,7,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,19,3,0,0,0,0,0,10,2,4,3,2,0,0,2,63,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case3,innerclass,11,11,0,11,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,37,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case0,innerclass,6,6,0,6,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,30,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Function1Test.java,io.vavr.Function1Test$ComposeTests,innerclass,3,3,0,3,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,2,0,0,0,1,11,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case1,innerclass,7,7,0,7,3,1,0,3,0,0.44444445,0.0,0.0,3,0,2,1,0,0,2,0,0,0,3,1,0,3,0,0,3,0,0,15,2,0,0,0,0,0,1,3,0,3,0,0,0,0,34,25,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/TreeMultimap.java,io.vavr.collection.TreeMultimap$Builder,innerclass,14,14,0,14,48,1,0,39,988,0.95555556,0.0,0.0,45,0,44,1,0,0,44,0,4,0,2,0,0,2,0,0,2,0,43,175,45,3,0,0,0,27,0,14,0,14,1,0,0,2,120,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/CheckedRunnable.java,io.vavr.CheckedRunnableModule,interface,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractTraversableTest.java,io.vavr.collection.AbstractTraversableTest$NonComparable,innerclass,1,1,0,1,6,1,0,2,0,0.0,0.0,0.0,4,0,3,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,2,24,5,0,1,0,0,0,0,2,0,2,1,0,0,0,21,24,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy5Try,innerclass,13,13,0,13,2,1,0,11,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,5,0,0,5,0,0,5,0,1,30,5,0,0,0,0,1,0,5,0,10,4,0,0,5,81,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/VectorPropertyTest.java,io.vavr.collection.VectorPropertyTest,class,15,16,1,15,58,1,0,122,91,0.0,0.0,0.0,14,2,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,107,287,8,20,18,0,28,1,96,143,16,115,5,0,0,18,73,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler39Test.java,io.vavr.collection.euler.Euler39Test,class,8,9,1,8,4,1,0,24,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,12,10,1,0,1,0,0,0,15,1,1,12,0,0,0,8,65,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/LinkedHashSetTest.java,io.vavr.collection.LinkedHashSetTest,class,18,19,1,18,44,5,0,60,946,0.0,0.0,0.0,44,0,11,0,33,0,44,0,1,0,0,0,0,0,0,0,0,0,44,152,33,0,0,0,0,3,51,16,0,17,0,0,0,1,86,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/control/Validation.java,io.vavr.control.Validation$Invalid,innerclass,4,4,0,4,10,1,0,3,16,0.7222222,0.0,0.0,9,0,8,1,0,0,8,0,0,0,2,1,0,2,0,0,2,0,2,31,7,0,1,0,3,5,1,2,1,2,0,0,0,0,42,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For4Try,innerclass,8,8,0,8,2,1,0,6,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,4,0,0,4,0,0,4,0,1,16,1,0,0,0,0,1,0,4,0,8,0,0,0,4,42,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler40Test.java,io.vavr.collection.euler.Euler40Test,class,4,5,1,4,4,1,0,16,3,0.6666667,NaN,NaN,3,2,1,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,5,13,2,0,0,0,0,0,10,1,3,7,0,0,0,5,65,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Stream.java,io.vavr.collection.Stream$Empty,innerclass,6,6,0,6,10,1,0,4,43,0.9,0.0,0.0,10,1,8,2,0,0,8,0,0,0,2,2,0,2,0,0,2,0,3,33,7,0,0,0,0,4,1,2,1,2,0,0,0,0,53,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For3Either,innerclass,8,8,0,8,2,1,0,5,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,3,0,0,3,0,0,3,0,1,14,1,0,0,0,0,1,0,3,0,6,0,0,0,3,46,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For7Future,innerclass,11,11,0,11,2,1,0,9,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,7,0,0,7,0,0,7,0,1,22,1,0,0,0,0,1,0,7,0,14,0,0,0,7,51,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/BitSet.java,io.vavr.collection.BitSetModule$BitSetIterator,innerclass,4,4,0,4,6,2,0,4,0,0.0,0.0,0.0,3,0,1,0,1,1,3,0,0,0,3,0,0,3,0,0,1,0,1,26,3,1,3,0,2,0,7,6,4,4,2,0,0,0,25,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler24Test.java,io.vavr.collection.euler.Euler24Test,class,9,10,1,9,4,1,0,26,3,0.6666667,NaN,NaN,3,2,1,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,17,23,3,0,1,0,4,23,11,4,13,7,1,0,0,5,89,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/List.java,io.vavr.collection.List$Nil,innerclass,4,4,0,4,10,1,0,3,43,0.9,0.0,0.0,10,1,8,2,0,0,8,0,0,0,2,2,0,2,0,0,2,0,2,33,7,0,0,0,0,4,2,2,1,2,0,0,0,0,53,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest,class,8,11,3,8,11,2,0,26,55,0.0,0.0,0.0,11,0,6,0,5,0,11,0,1,0,0,0,0,0,0,0,0,0,7,430,5,0,0,0,0,1,9,2,0,3,1,0,20,3,51,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$HashCodeTests,innerclass,4,4,0,4,2,1,0,7,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$EqualsTests,innerclass,4,4,0,4,8,1,0,12,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,0,0,0,10,2,0,2,0,0,0,0,20,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/concurrent/FutureTest.java,io.vavr.concurrent.FutureTest$TransformTests,innerclass,4,4,0,4,1,1,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,1,1,1,0,2,0,0,0,2,7,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/control/Option.java,io.vavr.control.Option$Some,innerclass,3,3,0,3,8,1,0,3,1,0.64285713,0.0,0.0,7,0,6,1,0,0,6,0,0,0,2,1,0,2,0,0,2,0,2,25,6,0,1,0,3,4,1,2,1,2,0,0,0,0,52,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/CharSeqTest.java,io.vavr.collection.CharSeqTest$Anonymous5,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/CharSeqTest.java,io.vavr.collection.CharSeqTest$Anonymous6,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/collection/ArrayType.java,io.vavr.collection.ArrayType$CharArrayType,innerclass,3,3,0,3,11,1,0,3,28,0.9583333,0.0,0.0,8,2,6,2,0,0,6,0,0,0,3,3,0,1,0,2,3,0,5,36,7,0,2,0,2,0,4,5,0,4,1,0,0,0,42,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/CharSeqTest.java,io.vavr.collection.CharSeqTest$Anonymous3,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Pattern4$Anonymous8,anonymous,12,12,0,12,3,1,0,6,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,15,3,0,0,0,4,2,1,2,0,2,1,0,0,0,21,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/CharSeqTest.java,io.vavr.collection.CharSeqTest$Anonymous4,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Case,interface,3,3,0,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/control/HashCodes.java,io.vavr.control.HashCodes,class,1,2,1,1,26,1,0,18,325,0.0,0.0,0.0,26,25,0,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,62,148,25,0,0,0,0,0,69,69,106,16,0,0,0,0,56,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Queue.java,io.vavr.collection.Queue,class,34,50,16,34,212,2,0,185,9083,0.91726613,0.0,0.0,139,36,137,2,0,0,137,0,0,0,4,2,0,4,0,0,4,0,172,689,172,0,23,0,6,68,19,46,26,46,2,0,0,3,344,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/CharSeqTest.java,io.vavr.collection.CharSeqTest$Anonymous7,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/IteratorTest.java,io.vavr.collection.IteratorTest,class,33,34,1,33,120,3,0,209,5356,0.0,0.0,0.0,104,0,80,2,21,1,102,0,1,0,0,0,0,0,0,0,0,0,236,547,22,1,9,0,0,12,555,25,39,82,2,2,2,142,201,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Pattern6$Anonymous10,anonymous,16,16,0,16,3,1,0,8,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,15,3,0,0,0,6,2,1,2,0,2,1,0,0,0,23,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/collection/LinkedHashMultimapOfEntriesTest.java,io.vavr.collection.LinkedHashMultimapOfEntriesTest,class,10,10,0,10,40,1,0,32,780,0.0,0.0,0.0,40,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,50,602,0,0,0,0,0,440,700,40,0,40,0,0,0,0,28,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractSeqTest.java,io.vavr.collection.AbstractSeqTest$OneEnum,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Iterator.java,io.vavr.collection.Iterator$Anonymous19,anonymous,0,0,0,0,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,11,2,0,0,0,0,0,0,3,0,2,0,0,0,0,9,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/LinkedHashSet.java,io.vavr.collection.LinkedHashSet,class,31,42,11,31,145,1,0,153,5178,0.9197531,0.0,0.0,108,33,103,4,0,1,104,0,0,0,3,2,0,3,0,0,3,0,145,518,124,2,6,0,1,50,4,28,1,35,2,0,1,8,298,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler08Test.java,io.vavr.collection.euler.Euler08Test,class,6,7,1,6,3,1,0,14,3,0.6666667,NaN,NaN,3,2,1,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,5,13,2,0,0,0,0,21,6,1,1,2,0,0,0,1,63,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/BitSet.java,io.vavr.collection.BitSetModule$BitSetN,innerclass,6,6,0,6,13,2,0,9,0,0.625,0.0,0.0,8,1,3,1,0,4,7,0,0,0,3,1,0,3,0,0,3,0,4,56,8,2,1,0,0,0,8,12,1,8,2,0,0,0,41,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Iterator.java,io.vavr.collection.Iterator$Anonymous16,anonymous,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,2,1,1,0,0,0,0,8,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/OptionTest.java,io.vavr.control.OptionTest$MapTry,innerclass,5,5,0,5,4,1,0,19,6,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,5,1,2,0,2,0,0,0,0,15,0,0
