file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler04Test.java,io.vavr.collection.euler.Euler04Test,class,7,8,1,7,3,1,0,10,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,6,0,1,2,0,0,0,2,43,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/IntMultimap.java,io.vavr.collection.IntMultimap$1SpliteratorProxy,innerclass,3,3,0,3,7,1,0,6,0,0.16666667,0.0,0.0,6,0,5,1,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,24,5,0,0,0,0,0,0,1,0,2,1,0,0,1,20,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For2List,innerclass,5,5,0,5,2,1,0,4,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,1,12,1,0,0,0,0,1,0,2,0,4,0,0,0,2,37,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractSortedSetTest.java,io.vavr.collection.AbstractSortedSetTest,class,10,13,3,10,24,5,2,28,276,0.0,0.0,0.0,24,0,19,0,5,0,24,5,0,0,0,0,0,0,0,0,0,0,16,65,0,0,0,0,0,3,66,5,0,5,0,0,0,0,79,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$TraverseTests,innerclass,7,7,0,7,6,1,0,20,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,12,8,12,0,13,0,0,0,2,24,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler12Test.java,io.vavr.collection.euler.Euler12Test,class,6,7,1,6,5,1,0,11,6,0.0,NaN,NaN,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,15,3,0,0,0,0,0,6,0,1,3,0,0,0,2,67,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy5Future,innerclass,13,13,0,13,2,1,0,11,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,5,0,0,5,0,0,5,0,1,30,5,0,0,0,0,1,0,5,0,10,4,0,0,5,81,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Tree.java,io.vavr.collection.Tree,interface,28,37,9,28,128,1,0,129,3741,1.0,0.0,0.0,87,14,0,0,0,87,87,0,0,0,1,0,0,0,0,1,0,0,111,593,106,0,0,0,1,47,8,15,3,29,2,0,3,11,377,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/PrimeNumbers.java,io.vavr.collection.euler.PrimeNumbers,class,10,16,6,10,6,1,0,18,6,0.75,0.0,0.0,4,3,0,1,0,3,3,0,0,0,1,1,0,1,0,0,1,0,13,19,4,0,2,0,0,0,5,1,4,6,1,0,0,6,19,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/TreeMap.java,io.vavr.collection.TreeMap,class,26,39,13,26,161,1,0,139,9141,0.8943662,0.0,0.0,142,59,127,15,0,0,127,0,0,0,2,1,0,2,0,0,2,0,214,607,145,8,1,0,2,53,4,40,2,48,2,0,1,14,264,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/CheckedFunction2Test.java,io.vavr.CheckedFunction2Test$ComposeTests,innerclass,4,4,0,4,2,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,4,2,4,0,0,0,2,14,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Stream.java,io.vavr.collection.Stream$Anonymous1,anonymous,1,1,0,1,3,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,5,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/RedBlackTree.java,io.vavr.collection.RedBlackTreeModule$Empty,innerclass,5,5,0,5,12,1,0,1,64,0.9166666,0.0,0.0,12,0,11,0,0,1,12,0,0,0,2,1,0,1,0,1,2,0,1,40,8,0,0,0,0,6,2,2,0,2,0,0,0,0,49,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/TreeMap.java,io.vavr.collection.TreeMap$EntryComparator$Natural,innerclass,6,6,0,6,7,1,0,2,19,0.85714287,0.0,0.0,7,1,5,2,0,0,5,0,0,0,2,2,0,2,0,0,2,0,1,26,6,0,0,0,1,2,2,4,0,4,0,0,0,0,35,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Stream.java,io.vavr.collection.Stream$Anonymous3,anonymous,3,3,0,3,3,1,0,5,1,0.5,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,1,15,2,0,0,0,0,0,0,5,0,2,1,0,0,0,9,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Stream.java,io.vavr.collection.Stream$Anonymous2,anonymous,3,3,0,3,4,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,16,2,0,0,0,0,0,2,5,1,3,1,0,0,0,9,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Stream.java,io.vavr.collection.StreamModule$FlatMapIterator,innerclass,3,3,0,3,5,1,0,5,0,0.33333334,0.0,0.0,3,0,2,0,0,1,3,0,0,0,3,0,0,0,0,3,2,0,1,19,2,1,0,0,1,0,0,5,0,4,1,0,0,0,12,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Maps.java,io.vavr.collection.Maps$OfEntries,interface,5,5,0,5,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$RightTests,innerclass,4,4,0,4,2,1,0,6,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/ComparatorsTest.java,io.vavr.collection.ComparatorsTest,class,2,2,0,2,3,1,0,7,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,11,1,0,1,0,0,0,2,24,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Function4Test.java,io.vavr.Function4Test,class,6,6,0,6,19,1,0,35,118,0.90625,0.0,0.0,16,0,16,0,0,0,16,0,0,0,2,2,0,2,0,0,2,0,6,122,0,1,1,0,0,3,60,31,6,87,2,0,2,15,66,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For8Option,innerclass,12,12,0,12,2,1,0,10,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,8,0,0,8,0,0,8,0,1,24,1,0,0,0,0,1,0,8,0,16,0,0,0,8,54,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/TreeTest.java,io.vavr.collection.TreeTest,class,28,31,3,28,125,3,0,148,6186,0.7863248,0.0,0.0,117,0,95,0,22,0,117,0,2,0,1,0,0,1,0,0,1,0,133,450,25,0,6,0,1,25,279,44,3,56,2,2,1,16,198,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For8Validation,innerclass,13,13,0,13,2,1,0,10,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,8,0,0,8,0,0,8,0,1,24,1,0,0,0,0,1,0,8,0,16,0,0,0,8,60,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractMapTest.java,io.vavr.collection.AbstractMapTest,class,49,54,5,49,215,3,3,354,18528,0.0,0.0,0.0,193,3,149,2,41,1,191,18,1,0,0,0,0,0,0,0,0,0,337,863,31,5,11,1,2,398,903,197,40,273,1,2,0,78,285,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy2List,innerclass,6,6,0,6,2,1,0,5,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,1,15,2,0,0,0,0,1,0,2,0,4,1,0,0,2,70,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Tuple1Test.java,io.vavr.Tuple1Test,class,16,17,1,16,26,1,0,46,325,0.96153843,0.0,0.0,26,0,24,2,0,0,24,0,0,0,1,0,0,1,0,0,0,0,36,127,2,0,0,0,0,3,87,43,0,45,0,0,0,2,65,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler19Test.java,io.vavr.collection.euler.Euler19Test,class,5,6,1,5,4,1,0,13,3,0.0,NaN,NaN,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,11,2,0,1,0,0,0,4,0,0,1,0,0,0,1,84,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractTraversableTest.java,io.vavr.collection.AbstractTraversableTest,class,36,45,9,36,507,2,6,485,91378,0.0,0.0,0.0,428,1,407,2,19,0,426,16,2,0,0,0,0,0,0,0,0,0,230,1818,8,1,31,3,4,243,1294,232,50,407,2,1,1,202,356,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/HashMultimapTest.java,io.vavr.collection.HashMultimapTest,class,16,16,0,16,54,4,0,34,153,0.0,0.0,0.0,18,0,4,0,13,1,18,0,2,0,0,0,0,0,0,0,0,0,48,167,38,0,0,0,0,6,12,3,1,3,1,0,0,0,55,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/concurrent/FutureTest.java,io.vavr.concurrent.FutureTest$Anonymous1,anonymous,4,4,0,4,3,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,2,1,0,0,0,0,1,0,0,0,7,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/CheckedFunction5Test.java,io.vavr.CheckedFunction5Test,class,8,8,0,8,23,1,0,46,158,0.84999996,0.0,0.0,20,0,20,0,0,0,20,0,0,0,3,3,0,3,0,0,3,0,8,162,0,1,1,0,0,48,64,38,6,116,2,0,2,19,88,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler17Test.java,io.vavr.collection.euler.Euler17Test$SolutionProblem17,interface,2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$Match$Pattern3$Anonymous7,anonymous,10,10,0,10,3,1,0,5,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,15,3,0,0,0,3,2,1,2,0,2,1,0,0,0,20,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Tuple8Test.java,io.vavr.Tuple8Test,class,9,10,1,9,41,1,0,57,820,0.9756098,0.0,0.0,41,0,39,2,0,0,39,0,0,0,1,0,0,1,0,0,0,0,69,293,2,0,0,0,0,89,569,73,0,97,0,0,0,10,92,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Utils.java,io.vavr.collection.euler.Utils,class,9,24,15,9,18,1,0,40,55,0.90909094,0.0,0.0,11,10,0,1,0,10,10,0,0,0,2,2,0,0,0,2,2,0,22,62,12,0,3,1,0,1,6,4,3,13,1,1,0,9,55,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler67Test.java,io.vavr.collection.euler.Euler67Test,class,6,8,2,6,4,1,0,20,3,0.6666667,0.0,0.0,3,2,1,1,0,1,2,0,0,0,1,1,0,1,0,0,1,0,10,22,4,0,1,0,0,3,8,2,5,4,1,0,0,3,63,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Collections.java,io.vavr.collection.Collections$Anonymous2,anonymous,2,2,0,2,3,1,0,1,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,1,1,0,1,0,0,0,0,6,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/concurrent/FutureTest.java,io.vavr.concurrent.FutureTest$Anonymous2,anonymous,1,1,0,1,3,1,0,3,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,15,2,0,0,1,0,0,0,2,0,1,1,0,0,0,8,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Collections.java,io.vavr.collection.Collections$Anonymous1,anonymous,1,1,0,1,2,1,0,4,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,5,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractTraversableRangeTest.java,io.vavr.collection.AbstractTraversableRangeTest,class,5,8,3,5,49,3,2,34,1176,0.0,0.0,0.0,49,0,35,0,14,0,49,14,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,19,0,579,0,63,0,0,0,0,14,54,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$TraverseRightTests,innerclass,7,7,0,7,6,1,0,18,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,0,12,5,12,0,13,0,0,0,2,24,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/CheckedFunction1.java,io.vavr.CheckedFunction1Module,interface,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/ValidationTest.java,io.vavr.control.ValidationTest$TestValidation,innerclass,1,1,0,1,8,1,0,2,0,0.375,0.0,0.0,8,0,1,0,0,7,8,0,0,0,8,0,0,0,0,8,0,0,1,63,1,0,0,0,0,6,0,36,1,8,0,0,0,0,13,8,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Vector.java,io.vavr.collection.VectorModule$Combinations,innerclass,3,3,0,3,2,1,0,8,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,1,0,2,0,3,0,2,1,0,0,0,2,5,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/AbstractSetTest.java,io.vavr.collection.AbstractSetTest,class,21,25,4,21,37,4,3,58,561,0.0,0.0,0.0,34,0,30,0,4,0,34,4,0,0,0,0,0,0,0,0,0,0,12,152,1,0,0,0,0,2,177,18,0,20,1,0,0,3,86,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/JavaConverters.java,io.vavr.collection.JavaConverters$ListView,innerclass,12,12,0,12,36,3,0,39,406,1.0,0.0,0.0,29,0,27,1,0,1,28,0,0,0,1,1,0,1,0,0,1,0,10,253,27,1,2,0,1,28,4,18,0,15,2,0,2,11,65,8,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/List.java,io.vavr.collection.ListModule$SplitAt,interface,7,7,0,7,3,1,0,8,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,12,1,1,0,0,0,1,0,4,0,2,1,0,0,0,12,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/IntMod2Test.java,io.vavr.collection.IntMod2Test,class,2,2,0,2,3,1,0,6,0,0.4166667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,4,0,4,0,0,4,0,0,19,0,0,0,0,0,0,8,4,0,4,0,0,0,0,17,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/CheckedPredicate.java,io.vavr.CheckedPredicate,interface,4,9,5,4,5,1,0,2,6,0.0,0.0,0.0,4,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,0,1,0,0,0,0,0,2,2,0,0,2,71,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy6Either,innerclass,16,16,0,16,2,1,0,13,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,6,0,0,6,0,0,6,0,1,35,6,0,0,0,0,1,0,6,0,12,5,0,0,6,89,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler35Test.java,io.vavr.collection.euler.Euler35Test,class,9,10,1,9,7,1,0,29,6,0.0,NaN,NaN,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,18,3,0,3,0,0,0,16,2,2,6,0,0,0,4,50,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/APITest.java,io.vavr.APITest$AliasTests,innerclass,15,15,0,15,138,1,0,150,9453,0.0,0.0,0.0,138,0,138,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,152,595,0,0,0,0,0,1,731,37,0,145,0,0,0,31,96,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/IteratorTest.java,io.vavr.collection.IteratorTest$ClassInitializer,innerclass,0,0,0,0,3,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,14,0,0,0,1,0,0,0,1,0,1,1,0,0,0,10,8,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/test/java/io/vavr/Function5Test.java,io.vavr.Function5Test$ComposeTests,innerclass,4,4,0,4,5,1,0,8,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,30,0,10,5,10,0,0,0,5,19,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/euler/Euler27Test.java,io.vavr.collection.euler.Euler27Test,class,9,10,1,9,4,1,0,16,3,0.0,NaN,NaN,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,14,2,0,0,0,0,0,14,1,4,8,0,0,0,4,77,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/concurrent/FutureImpl.java,io.vavr.concurrent.FutureImpl$Anonymous1,anonymous,3,3,0,3,8,1,0,14,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,2,0,8,40,2,0,1,2,1,2,2,7,4,5,3,0,0,0,47,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/collection/VectorTest.java,io.vavr.collection.VectorTest,class,22,24,2,22,58,6,0,81,1485,0.0,0.0,0.0,55,0,21,0,34,0,55,0,1,0,0,0,0,0,0,0,0,0,52,197,35,0,3,0,0,8,97,14,3,24,1,0,1,12,108,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$ForLazy7Option,innerclass,17,17,0,17,2,1,0,15,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,7,0,0,7,0,0,7,0,1,40,7,0,0,0,0,1,0,7,0,14,6,0,0,7,89,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/BitMappedTrie.java,io.vavr.collection.BitMappedTrie$Anonymous1,anonymous,4,4,0,4,6,1,0,6,0,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,5,0,0,5,0,0,1,0,1,27,2,0,1,0,0,1,2,9,0,6,1,0,0,0,25,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/AssertionsExtensions.java,io.vavr.AssertionsExtensions$ClassAssert,innerclass,0,0,0,0,3,1,0,4,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,15,0,0,0,1,0,2,0,2,0,2,1,0,0,0,15,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/Value.java,io.vavr.ValueModule,interface,11,13,2,11,11,1,0,16,6,0.0,0.0,0.0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,39,8,0,0,0,2,0,1,3,0,2,1,0,0,0,21,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src-gen/main/java/io/vavr/API.java,io.vavr.API$For6Validation,innerclass,11,11,0,11,2,1,0,8,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,6,0,0,6,0,0,6,0,1,20,1,0,0,0,0,1,0,6,0,12,0,0,0,6,54,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/LinearSeq.java,io.vavr.collection.LinearSeqModule$Search,interface,2,2,0,2,4,1,0,1,0,0.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,1,0,2,0,6,3,2,2,2,0,0,0,8,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/main/java/io/vavr/collection/Ordered.java,io.vavr.collection.Ordered,interface,1,9,8,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/vavr-io__vavr/vavr/src/test/java/io/vavr/control/EitherTest.java,io.vavr.control.EitherTest$EitherTests,innerclass,6,6,0,6,6,1,0,18,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,16,8,10,12,22,0,0,0,12,19,1,0
