file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-tests/src/test/java/com/facebook/presto/tests/TestMinWorkerRequirement.java,com.facebook.presto.tests.TestMinWorkerRequirement,class,3,3,0,3,4,1,0,17,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,4,0,29,6,3,0,3,2,0,0,0,42,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/type/TestBigintOperators.java,com.facebook.presto.type.TestBigintOperators,class,2,2,0,2,30,2,0,6,435,0.0,0.0,0.0,30,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,157,0,0,0,0,0,104,63,1,21,1,0,0,0,0,83,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive-metastore/src/main/java/com/facebook/presto/hive/SchemaAlreadyExistsException.java,com.facebook.presto.hive.SchemaAlreadyExistsException,class,1,2,1,1,3,2,0,1,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,13,1,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/sanity/VerifyOnlyOneOutputNode.java,com.facebook.presto.sql.planner.sanity.VerifyOnlyOneOutputNode,class,7,8,1,7,2,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,1,1,1,0,1,0,0,0,0,25,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/PageBufferClient.java,com.facebook.presto.operator.PageBufferClient$PagesResponse,innerclass,2,2,0,2,9,1,0,6,2,0.5777778,0.0,0.0,9,2,8,1,0,0,8,0,0,0,5,0,0,5,0,0,5,0,0,38,8,0,0,0,0,4,0,5,0,5,0,0,0,0,22,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/TestBackgroundHiveSplitLoader.java,com.facebook.presto.hive.TestBackgroundHiveSplitLoader$TestingHdfsFileSystem,innerclass,10,10,0,10,13,2,0,1,78,0.9230769,0.0,0.0,13,0,13,0,0,0,13,0,0,0,1,0,0,1,0,0,1,0,0,51,1,0,0,0,0,0,0,1,0,1,0,1,0,0,44,10,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hudi/src/main/java/com/facebook/presto/hudi/HudiErrorCode.java,com.facebook.presto.hudi.HudiErrorCode,enum,2,2,0,2,2,1,0,1,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,8,1,0,0,0,0,0,8,1,1,1,0,0,0,0,32,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-spark-base/src/main/java/com/facebook/presto/spark/execution/nativeprocess/NativeExecutionModule.java,com.facebook.presto.spark.execution.nativeprocess.NativeExecutionModule$Anonymous2,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-proxy/src/main/java/com/facebook/presto/proxy/ProxyModule.java,com.facebook.presto.proxy.ProxyModule,class,6,8,2,6,1,1,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-spark-base/src/main/java/com/facebook/presto/spark/execution/nativeprocess/NativeExecutionModule.java,com.facebook.presto.spark.execution.nativeprocess.NativeExecutionModule$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-cassandra/src/main/java/com/facebook/presto/cassandra/CassandraConnectorFactory.java,com.facebook.presto.cassandra.CassandraConnectorFactory$Anonymous1,anonymous,2,2,0,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/iterative/rule/PushDownDereferences.java,com.facebook.presto.sql.planner.iterative.rule.PushDownDereferences,class,33,40,7,33,18,9,0,29,43,0.8,0.0,0.0,10,7,2,8,0,0,2,0,0,0,1,0,0,1,0,0,1,0,4,240,13,2,1,0,4,1,3,8,0,9,2,1,10,3,89,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/iterative/rule/AddExchangesBelowPartialAggregationOverGroupIdRuleSet.java,com.facebook.presto.sql.planner.iterative.rule.AddExchangesBelowPartialAggregationOverGroupIdRuleSet$BaseAddExchangesBelowExchangePartialAggregationGroupId,innerclass,16,16,0,16,16,1,0,65,21,0.0,0.0,0.0,7,0,1,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11,63,12,1,1,0,0,1,4,22,7,27,1,0,0,8,106,1026,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-thrift-api/src/main/java/com/facebook/presto/thrift/api/datatypes/PrestoThriftBlock.java,com.facebook.presto.thrift.api.datatypes.PrestoThriftBlock,class,22,45,23,22,57,1,0,54,313,0.86363643,0.0,0.0,30,14,28,2,0,0,28,0,0,0,11,0,0,11,0,0,11,0,19,198,44,2,10,0,0,7,12,22,2,21,2,0,0,0,97,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-thrift-api/src/test/java/com/facebook/presto/thrift/api/connector/TestReadWrite.java,com.facebook.presto.thrift.api.connector.TestReadWrite,class,24,31,7,24,31,11,0,51,97,0.925,0.0,0.0,15,8,4,11,0,0,5,0,0,0,16,11,0,16,0,0,16,0,8,282,8,13,0,0,2,0,38,57,10,55,3,0,11,2,115,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/type/TestJsonType.java,com.facebook.presto.type.TestJsonType,class,5,6,1,5,3,2,0,5,3,0.0,0.0,0.0,3,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,0,1,1,2,0,2,0,0,0,0,16,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-cache/src/test/java/com/facebook/presto/cache/filemerge/TestFileMergeCacheManager.java,com.facebook.presto.cache.filemerge.TestFileMergeCacheManager$TestingCacheStats,innerclass,2,2,0,2,4,2,0,4,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,2,0,1,1,0,0,0,13,10,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/unnest/UnnestOperatorBlockUtil.java,com.facebook.presto.operator.unnest.UnnestOperatorBlockUtil,class,0,0,0,0,5,1,0,1,0,0.0,NaN,NaN,2,1,0,1,0,1,1,0,0,0,2,2,0,1,0,1,2,0,1,19,1,0,1,0,1,1,3,5,3,3,2,0,0,0,35,16,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/parquet/BenchmarkParquetPageSource.java,com.facebook.presto.hive.parquet.BenchmarkParquetPageSource$BenchmarkData$Nulls,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/memory/TestingMemoryContext.java,com.facebook.presto.memory.TestingMemoryContext,class,3,4,1,3,8,1,0,3,9,0.5714286,0.0,0.0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,1,0,0,30,6,0,0,0,0,0,1,4,1,2,1,0,0,0,19,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/testing/DateTimeTestingUtils.java,com.facebook.presto.testing.DateTimeTestingUtils,class,9,10,1,9,15,1,0,30,55,0.0,0.0,0.0,11,10,8,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,54,14,0,0,0,0,0,1,4,1,4,1,0,0,0,44,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/TableFinishOperator.java,com.facebook.presto.operator.TableFinishOperator$LifespanAndStageStateTracker$LifespanAndStageState,innerclass,6,6,0,6,13,1,0,19,3,0.64285725,0.0,0.0,7,0,7,0,0,0,7,0,0,0,6,0,0,6,0,0,3,0,6,56,4,1,0,0,0,3,3,17,0,13,2,0,0,0,62,10,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-thrift-testing-udf-server/src/main/java/com/facebook/presto/udf/thrift/TestingThriftUdfServer.java,com.facebook.presto.udf.thrift.TestingThriftUdfServer,class,6,7,1,6,5,1,0,12,3,0.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,1,0,1,1,2,0,2,1,0,0,0,25,1,2
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/TestColumnEncryptionInformation.java,com.facebook.presto.hive.TestColumnEncryptionInformation,class,4,4,0,4,15,1,0,19,105,0.0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,26,73,0,0,0,0,0,42,0,19,0,19,0,0,0,0,64,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/SystemPartitioningHandle.java,com.facebook.presto.sql.planner.SystemPartitioningHandle$SystemPartitionFunction$Anonymous3,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/SystemPartitioningHandle.java,com.facebook.presto.sql.planner.SystemPartitioningHandle$SystemPartitionFunction$Anonymous4,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/SystemPartitioningHandle.java,com.facebook.presto.sql.planner.SystemPartitioningHandle$SystemPartitionFunction$Anonymous5,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-benchmark/src/main/java/com/facebook/presto/benchmark/StatisticsBenchmark.java,com.facebook.presto.benchmark.StatisticsBenchmark$DoubleVarianceBenchmark,innerclass,2,2,0,2,1,4,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,13,9,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/server/QuerySessionSupplier.java,com.facebook.presto.server.QuerySessionSupplier,class,22,23,1,22,13,1,0,74,0,0.5,0.0,0.0,3,0,2,1,0,0,2,0,0,0,6,0,0,6,0,0,6,0,9,55,2,5,2,0,0,6,0,11,0,11,2,0,0,1,50,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-prometheus/src/test/java/com/facebook/presto/plugin/prometheus/MetadataUtil.java,com.facebook.presto.plugin.prometheus.MetadataUtil,class,9,9,0,9,2,2,0,6,0,0.25,NaN,NaN,1,0,0,1,0,0,1,0,0,0,4,4,3,0,0,1,4,0,0,27,0,0,0,0,0,1,0,6,0,6,0,0,1,0,31,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-common/src/main/java/com/facebook/presto/common/block/IntArrayBlockBuilder.java,com.facebook.presto.common.block.IntArrayBlockBuilder,class,12,14,2,12,56,1,0,34,244,0.83471084,0.0,0.0,33,0,30,3,0,0,30,0,0,0,11,2,0,11,0,0,2,0,16,204,30,1,4,0,0,3,18,28,9,19,2,0,0,0,109,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-spark-base/src/main/java/com/facebook/presto/spark/node/PrestoSparkInternalNodeManager.java,com.facebook.presto.spark.node.PrestoSparkInternalNodeManager,class,7,9,2,7,14,1,0,6,87,0.90476197,0.0,0.0,14,0,14,0,0,0,14,0,0,0,3,3,0,3,0,0,3,0,5,47,6,0,0,0,0,8,0,3,0,3,0,0,0,0,53,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/SystemPartitioningHandle.java,com.facebook.presto.sql.planner.SystemPartitioningHandle$SystemPartitionFunction$Anonymous1,anonymous,3,3,0,3,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,13,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/SystemPartitioningHandle.java,com.facebook.presto.sql.planner.SystemPartitioningHandle$SystemPartitionFunction$Anonymous2,anonymous,4,4,0,4,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,1,0,0,0,12,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/tdigest/TestTDigest.java,com.facebook.presto.tdigest.TestTDigest,class,10,11,1,10,72,1,0,40,0,0.56,0.0,0.0,25,0,19,6,0,0,19,0,0,0,6,6,0,6,0,0,6,0,23,330,0,38,0,0,10,4,116,128,34,120,2,0,0,0,118,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-tests/src/test/java/com/facebook/presto/resourcemanager/TestRaftServer.java,com.facebook.presto.resourcemanager.TestRaftServer,class,14,14,0,14,4,1,0,35,0,0.39999998,0.0,0.0,3,0,3,0,0,0,3,0,0,0,10,3,0,10,0,0,3,0,2,54,1,1,0,0,0,22,7,21,1,18,1,0,0,2,78,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/connector/system/jdbc/AttributeJdbcTable.java,com.facebook.presto.connector.system.jdbc.AttributeJdbcTable,class,7,8,1,7,2,2,0,6,0,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,2,0,0,0,2,0,0,10,2,0,0,0,0,23,0,2,0,2,0,0,0,0,23,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-common/src/main/java/com/facebook/presto/common/block/RunLengthBlockEncoding.java,com.facebook.presto.common.block.RunLengthBlockEncoding,class,6,7,1,6,3,1,0,6,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,16,2,0,0,0,0,1,0,4,0,4,0,0,0,0,23,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/main/java/com/facebook/presto/hive/HiveConnectorFactory.java,com.facebook.presto.hive.HiveConnectorFactory$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/gen/ParameterAndType.java,com.facebook.presto.sql.gen.ParameterAndType,class,1,3,2,1,3,1,0,2,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,2,14,2,0,0,0,0,2,0,2,0,2,0,0,0,0,10,0,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/type/TestDecimalCasts.java,com.facebook.presto.type.TestDecimalCasts,class,2,2,0,2,17,2,0,5,136,0.0,0.0,0.0,17,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,542,100,0,0,0,0,0,0,0,56,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/aggregation/multimapagg/AlternativeMultimapAggregationFunction.java,com.facebook.presto.operator.aggregation.multimapagg.AlternativeMultimapAggregationFunction,class,3,3,0,3,2,3,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/scalar/TDigestFunctions.java,com.facebook.presto.operator.scalar.TDigestFunctions,class,12,12,0,12,25,1,0,34,45,0.95,0.0,0.0,10,9,9,1,0,0,9,0,0,0,2,2,1,0,0,1,2,0,1,94,10,6,3,0,0,49,15,27,1,24,2,0,0,0,121,17,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-local-file/src/main/java/com/facebook/presto/localfile/LocalFilePlugin.java,com.facebook.presto.localfile.LocalFilePlugin,class,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/resourcemanager/RandomResourceManagerAddressSelector.java,com.facebook.presto.resourcemanager.RandomResourceManagerAddressSelector,class,7,7,0,7,6,1,0,24,0,0.375,0.0,0.0,4,1,2,1,0,1,3,0,0,0,2,0,0,2,0,0,2,0,5,28,5,0,0,0,0,2,0,4,0,6,1,0,0,2,27,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/type/AbstractTestType.java,com.facebook.presto.type.AbstractTestType,class,20,57,37,20,104,1,36,72,0,0.76785713,0.0,0.0,14,4,1,8,5,0,6,1,0,0,8,2,0,7,1,0,8,0,15,481,14,5,33,35,4,43,62,44,6,43,2,0,0,0,103,1025,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-pinot-toolkit/src/main/java/com/facebook/presto/pinot/PinotHandleResolver.java,com.facebook.presto.pinot.PinotHandleResolver,class,6,7,1,6,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/plan/MultiJoinNode.java,com.facebook.presto.sql.planner.plan.MultiJoinNode,class,8,12,4,8,12,1,0,20,27,0.7272727,0.0,0.0,11,1,11,0,0,0,11,0,0,0,4,0,0,2,2,0,2,0,5,85,11,0,0,0,1,8,0,5,2,5,1,0,1,0,53,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive-metastore/src/main/java/com/facebook/presto/hive/metastore/thrift/ThriftHiveMetastore.java,com.facebook.presto.hive.metastore.thrift.ThriftHiveMetastore$MetastoreCallable,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/metadata/AnalyzePropertyManager.java,com.facebook.presto.metadata.AnalyzePropertyManager,class,1,6,5,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/operator/TestFileFragmentResultCacheManager.java,com.facebook.presto.operator.TestFileFragmentResultCacheManager$TestingSplit,innerclass,5,5,0,5,12,1,0,6,8,0.375,0.0,0.0,8,0,8,0,0,0,8,0,0,0,1,0,0,1,0,0,1,0,1,34,9,0,4,0,0,1,0,2,0,2,1,0,0,0,35,10,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/TestHivePageSourceProvider.java,com.facebook.presto.hive.TestHivePageSourceProvider$MockRcBinaryBatchPageSource,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/TestMergeRequestedAndPredicateColumns.java,com.facebook.presto.hive.TestMergeRequestedAndPredicateColumns,class,5,5,0,5,5,1,0,14,0,0.65714294,0.0,0.0,5,0,5,0,0,0,5,0,0,0,7,7,0,7,0,0,7,0,27,45,0,0,0,0,0,11,13,14,0,12,0,0,0,0,45,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/execution/buffer/DiscardingOutputBuffer.java,com.facebook.presto.execution.buffer.DiscardingOutputBuffer,class,12,14,2,12,24,1,0,21,132,0.8499999,0.0,0.0,20,0,20,0,0,0,20,0,0,0,5,1,0,5,0,0,5,0,3,73,8,0,2,0,0,7,5,7,0,9,1,0,0,2,86,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/test/java/com/facebook/presto/sql/planner/optimizations/TestUnaliasSymbolReferences.java,com.facebook.presto.sql.planner.optimizations.TestUnaliasSymbolReferences,class,2,2,0,2,2,2,0,8,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,2,0,2,0,0,0,0,0,41,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/operator/PipelineStats.java,com.facebook.presto.operator.PipelineStats,class,13,18,5,13,51,1,0,13,557,0.92105275,0.0,0.0,38,1,37,1,0,0,37,0,0,0,35,0,0,35,0,0,35,0,6,198,37,1,0,0,3,49,47,36,0,36,1,0,0,0,77,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-main-base/src/main/java/com/facebook/presto/sql/planner/optimizations/TransformQuantifiedComparisonApplyToLateralJoin.java,com.facebook.presto.sql.planner.optimizations.TransformQuantifiedComparisonApplyToLateralJoin,class,15,16,1,15,2,4,0,5,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,3,105,1,0,0,0,0,1,0,4,0,4,0,0,1,0,43,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-geospatial-toolkit/src/test/java/com/facebook/presto/geospatial/rtree/BenchmarkFlatbushBuild.java,com.facebook.presto.geospatial.rtree.BenchmarkFlatbushBuild,class,16,17,1,16,2,1,0,9,1,1.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,25,0,0,0,0,0,2,7,2,1,2,0,0,1,0,19,1,0
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/prestodb__presto/presto-hive/src/test/java/com/facebook/presto/hive/TestHiveTableConstraints.java,com.facebook.presto.hive.TestHiveTableConstraints,class,30,30,0,30,2,1,0,11,0,0.33333334,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,3,39,0,0,0,0,0,7,1,15,0,14,0,0,1,0,64,1,0
