repo_name,link,stars,most_recent_activity,age_days,has_ai_policy,has_ai_policy_label,age_years,language
khoj-ai/khoj,https://github.com/khoj-ai/khoj,34264,2026-03-26T03:35:43Z,1715,Without AI Policy,Sem politica de IA,4.698630136986301,Python
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,34225,2025-10-16T02:30:58Z,2665,Without AI Policy,Sem politica de IA,7.301369863013699,JavaScript
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,34167,2026-02-12T18:51:57Z,3873,Without AI Policy,Sem politica de IA,10.610958904109589,JavaScript
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,34139,2026-03-23T19:26:56Z,552,Without AI Policy,Sem politica de IA,1.5123287671232877,Jupyter Notebook
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,34136,2026-03-07T14:45:13Z,3209,Without AI Policy,Sem politica de IA,8.791780821917808,JavaScript
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,34118,2025-10-11T14:51:22Z,3571,Without AI Policy,Sem politica de IA,9.783561643835617,C++
keycloak/keycloak,https://github.com/keycloak/keycloak,34090,2026-04-27T00:55:21Z,4681,With AI Policy,Com politica de IA,12.824657534246576,Java
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,34062,2026-04-27T01:07:27Z,4850,With AI Policy,Com politica de IA,13.287671232876713,Java
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,34056,2026-04-26T10:30:37Z,1767,Without AI Policy,Sem politica de IA,4.841095890410959,TypeScript
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,34019,2025-08-18T04:35:31Z,3182,Without AI Policy,Sem politica de IA,8.717808219178082,JavaScript
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,34015,2026-04-24T13:11:25Z,1203,With AI Policy,Com politica de IA,3.2958904109589042,Python
ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,34003,2026-04-11T14:33:06Z,747,Without AI Policy,Sem politica de IA,2.0465753424657533,TypeScript
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,33972,2026-04-24T18:46:01Z,3111,Without AI Policy,Sem politica de IA,8.523287671232877,Rust
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,33926,2026-02-03T07:27:26Z,2599,Without AI Policy,Sem politica de IA,7.120547945205479,TypeScript
zxing/zxing,https://github.com/zxing/zxing,33922,2026-04-20T07:05:19Z,5310,Without AI Policy,Sem politica de IA,14.547945205479452,Java
anoma/anoma,https://github.com/anoma/anoma,33911,2026-04-10T13:33:51Z,1909,Without AI Policy,Sem politica de IA,5.23013698630137,Elixir
PostHog/posthog,https://github.com/PostHog/posthog,33883,2026-04-27T01:57:26Z,2285,With AI Policy,Com politica de IA,6.260273972602739,Python
wailsapp/wails,https://github.com/wailsapp/wails,33859,2026-04-27T00:36:26Z,2689,Without AI Policy,Sem politica de IA,7.367123287671233,Go
utmapp/UTM,https://github.com/utmapp/UTM,33859,2026-02-27T22:56:05Z,2571,With AI Policy,Com politica de IA,7.043835616438356,Swift
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,33798,2026-04-21T22:52:38Z,2568,Without AI Policy,Sem politica de IA,7.035616438356165,Go
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33776,2026-04-17T02:38:37Z,984,Without AI Policy,Sem politica de IA,2.695890410958904,Python
glanceapp/glance,https://github.com/glanceapp/glance,33763,2025-12-10T09:44:11Z,729,Without AI Policy,Sem politica de IA,1.9972602739726026,Go
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,33706,2026-04-24T15:13:11Z,3581,Without AI Policy,Sem politica de IA,9.810958904109588,Go
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,33698,2025-08-06T08:54:04Z,1674,Without AI Policy,Sem politica de IA,4.586301369863014,Go
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33684,2026-04-26T16:54:36Z,2190,With AI Policy,Com politica de IA,6.0,C++
ruvnet/ruflo,https://github.com/ruvnet/ruflo,33581,2026-04-11T16:20:19Z,328,Without AI Policy,Sem politica de IA,0.8986301369863013,Linguagem desconhecida
balena-io/etcher,https://github.com/balena-io/etcher,33573,2026-04-09T13:00:56Z,3834,Without AI Policy,Sem politica de IA,10.504109589041096,TypeScript
Dokploy/dokploy,https://github.com/Dokploy/dokploy,33521,2026-04-25T04:55:14Z,737,Without AI Policy,Sem politica de IA,2.0191780821917806,TypeScript
explosion/spaCy,https://github.com/explosion/spaCy,33514,2026-03-28T20:59:29Z,4315,Without AI Policy,Sem politica de IA,11.821917808219178,Python
derailed/k9s,https://github.com/derailed/k9s,33478,2026-04-21T00:01:23Z,2648,Without AI Policy,Sem politica de IA,7.254794520547946,Go
nothings/stb,https://github.com/nothings/stb,33474,2026-04-15T20:53:29Z,4354,With AI Policy,Com politica de IA,11.92876712328767,C
TabbyML/tabby,https://github.com/TabbyML/tabby,33470,2026-03-02T20:08:28Z,1137,Without AI Policy,Sem politica de IA,3.115068493150685,Rust
huggingface/diffusers,https://github.com/huggingface/diffusers,33458,2026-04-25T13:35:48Z,1427,With AI Policy,Com politica de IA,3.9095890410958902,Python
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,33455,2026-04-26T01:22:53Z,4510,Without AI Policy,Sem politica de IA,12.356164383561644,Python
XX-net/XX-Net,https://github.com/XX-net/XX-Net,33439,2026-02-20T23:47:46Z,4119,Without AI Policy,Sem politica de IA,11.284931506849315,Python
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,33383,2026-04-26T13:31:06Z,5004,Without AI Policy,Sem politica de IA,13.70958904109589,JavaScript
swc-project/swc,https://github.com/swc-project/swc,33376,2026-04-27T02:39:06Z,3047,Without AI Policy,Sem politica de IA,8.347945205479451,Rust
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,33335,2026-04-20T15:08:23Z,597,Without AI Policy,Sem politica de IA,1.6356164383561644,Python
openai/CLIP,https://github.com/openai/CLIP,33334,2026-03-25T18:46:40Z,1957,Without AI Policy,Sem politica de IA,5.361643835616438,Jupyter Notebook
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,33303,2026-04-25T09:09:21Z,5099,Without AI Policy,Sem politica de IA,13.96986301369863,Rust
restic/restic,https://github.com/restic/restic,33296,2026-04-01T10:19:59Z,4382,Without AI Policy,Sem politica de IA,12.005479452054795,Go
frappe/erpnext,https://github.com/frappe/erpnext,33219,2026-04-26T16:55:33Z,5436,Without AI Policy,Sem politica de IA,14.893150684931507,Python
backstage/backstage,https://github.com/backstage/backstage,33208,2026-04-26T20:15:47Z,2284,With AI Policy,Com politica de IA,6.257534246575342,TypeScript
casey/just,https://github.com/casey/just,33182,2026-04-26T06:45:51Z,3600,Without AI Policy,Sem politica de IA,9.863013698630137,Rust
SagerNet/sing-box,https://github.com/SagerNet/sing-box,33138,2026-04-24T21:09:34Z,1396,Without AI Policy,Sem politica de IA,3.824657534246575,Go
SerenityOS/serenity,https://github.com/SerenityOS/serenity,33110,2026-04-26T11:54:12Z,2702,Without AI Policy,Sem politica de IA,7.402739726027397,C++
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,33066,2026-04-10T07:03:24Z,4316,Without AI Policy,Sem politica de IA,11.824657534246576,TypeScript
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,33036,2026-04-19T06:37:34Z,3144,Without AI Policy,Sem politica de IA,8.613698630136986,Swift
certbot/certbot,https://github.com/certbot/certbot,33013,2026-04-24T22:22:13Z,4183,With AI Policy,Com politica de IA,11.46027397260274,Python
musistudio/claude-code-router,https://github.com/musistudio/claude-code-router,33001,2026-03-04T05:48:17Z,426,Without AI Policy,Sem politica de IA,1.167123287671233,Linguagem desconhecida
gulpjs/gulp,https://github.com/gulpjs/gulp,32981,2026-02-09T06:30:13Z,4679,Without AI Policy,Sem politica de IA,12.819178082191781,JavaScript
siddharthvaddem/openscreen,https://github.com/siddharthvaddem/openscreen,32970,2026-04-27T00:25:27Z,198,Without AI Policy,Sem politica de IA,0.5424657534246575,Linguagem desconhecida
zeromicro/go-zero,https://github.com/zeromicro/go-zero,32962,2026-04-25T09:11:04Z,2088,Without AI Policy,Sem politica de IA,5.720547945205479,Go
Lissy93/web-check,https://github.com/Lissy93/web-check,32925,2026-04-20T22:45:23Z,1036,Without AI Policy,Sem politica de IA,2.8383561643835615,TypeScript
alibaba/nacos,https://github.com/alibaba/nacos,32906,2026-04-24T08:39:57Z,2872,Without AI Policy,Sem politica de IA,7.868493150684931,Java
google/comprehensive-rust,https://github.com/google/comprehensive-rust,32898,2026-04-23T08:35:14Z,1222,Without AI Policy,Sem politica de IA,3.347945205479452,Rust
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,32894,2026-04-07T05:37:11Z,973,Without AI Policy,Sem politica de IA,2.665753424657534,Python
k3s-io/k3s,https://github.com/k3s-io/k3s,32868,2026-04-26T18:22:53Z,2888,With AI Policy,Com politica de IA,7.912328767123288,Go
continuedev/continue,https://github.com/continuedev/continue,32819,2026-04-26T08:47:26Z,1068,With AI Policy,Com politica de IA,2.926027397260274,TypeScript
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,32809,2026-01-18T06:11:52Z,2025,Without AI Policy,Sem politica de IA,5.5479452054794525,Vue
lutzroeder/netron,https://github.com/lutzroeder/netron,32806,2026-04-26T22:30:41Z,5600,Without AI Policy,Sem politica de IA,15.342465753424657,JavaScript
medusajs/medusa,https://github.com/medusajs/medusa,32797,2026-04-26T06:31:20Z,2290,Without AI Policy,Sem politica de IA,6.273972602739726,TypeScript
binarywang/WxJava,https://github.com/binarywang/WxJava,32744,2026-04-22T13:30:18Z,3763,Without AI Policy,Sem politica de IA,10.30958904109589,Java
HKUDS/CLI-Anything,https://github.com/HKUDS/CLI-Anything,32692,2026-04-24T15:49:55Z,49,Without AI Policy,Sem politica de IA,0.13424657534246576,Linguagem desconhecida
remix-run/remix,https://github.com/remix-run/remix,32656,2026-04-25T22:32:21Z,2008,Without AI Policy,Sem politica de IA,5.501369863013698,TypeScript
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,32621,2026-04-24T15:45:55Z,3049,Without AI Policy,Sem politica de IA,8.353424657534246,TypeScript
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,32604,2026-04-27T01:14:16Z,3479,Without AI Policy,Sem politica de IA,9.531506849315068,Python
yewstack/yew,https://github.com/yewstack/yew,32589,2026-04-26T06:35:51Z,3053,Without AI Policy,Sem politica de IA,8.364383561643836,Rust
floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,32576,2026-03-03T03:02:11Z,3680,Without AI Policy,Sem politica de IA,10.082191780821917,TypeScript
raysan5/raylib,https://github.com/raysan5/raylib,32571,2026-04-26T18:16:35Z,4567,Without AI Policy,Sem politica de IA,12.512328767123288,C
songquanpeng/one-api,https://github.com/songquanpeng/one-api,32564,2026-01-09T03:26:43Z,1100,Without AI Policy,Sem politica de IA,3.0136986301369864,JavaScript
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,32559,2026-04-26T19:04:07Z,2016,Without AI Policy,Sem politica de IA,5.523287671232877,Python
microsoft/graphrag,https://github.com/microsoft/graphrag,32521,2026-04-26T01:18:47Z,760,Without AI Policy,Sem politica de IA,2.0821917808219177,Python
0xAX/linux-insides,https://github.com/0xAX/linux-insides,32516,2026-04-13T07:51:51Z,4131,Without AI Policy,Sem politica de IA,11.317808219178081,Python
beego/beego,https://github.com/beego/beego,32410,2026-04-08T20:42:08Z,5171,Without AI Policy,Sem politica de IA,14.167123287671233,Go
vercel/swr,https://github.com/vercel/swr,32359,2026-04-17T23:30:12Z,2372,Without AI Policy,Sem politica de IA,6.498630136986302,TypeScript
labstack/echo,https://github.com/labstack/echo,32348,2026-04-25T12:12:36Z,4074,Without AI Policy,Sem politica de IA,11.161643835616438,Go
nicolargo/glances,https://github.com/nicolargo/glances,32345,2026-04-26T16:35:36Z,5257,Without AI Policy,Sem politica de IA,14.402739726027397,Python
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,32324,2026-04-08T19:39:32Z,1721,Without AI Policy,Sem politica de IA,4.715068493150685,C
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,32220,2026-04-26T08:26:57Z,2116,Without AI Policy,Sem politica de IA,5.7972602739726025,Vue
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,32209,2025-09-30T11:16:06Z,3162,Without AI Policy,Sem politica de IA,8.663013698630136,Python
lovell/sharp,https://github.com/lovell/sharp,32174,2026-04-26T18:26:45Z,4633,Without AI Policy,Sem politica de IA,12.693150684931506,JavaScript
linera-io/linera-protocol,https://github.com/linera-io/linera-protocol,32128,2026-04-25T20:01:02Z,1589,Without AI Policy,Sem politica de IA,4.353424657534247,Rust
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,32100,2026-04-27T01:34:09Z,4463,Without AI Policy,Sem politica de IA,12.227397260273973,Go
microsoft/WSL,https://github.com/microsoft/WSL,32032,2026-04-25T22:19:31Z,3672,Without AI Policy,Sem politica de IA,10.06027397260274,C++
hasura/graphql-engine,https://github.com/hasura/graphql-engine,31962,2026-04-25T02:06:58Z,2869,Without AI Policy,Sem politica de IA,7.86027397260274,TypeScript
surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,31956,2026-04-26T21:45:33Z,1599,Without AI Policy,Sem politica de IA,4.380821917808219,Rust
zellij-org/zellij,https://github.com/zellij-org/zellij,31955,2026-04-22T13:10:27Z,2063,Without AI Policy,Sem politica de IA,5.652054794520548,Rust
numpy/numpy,https://github.com/numpy/numpy,31904,2026-04-26T23:12:50Z,5704,With AI Policy,Com politica de IA,15.627397260273973,Python
OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,31868,2026-04-26T22:22:46Z,2683,With AI Policy,Com politica de IA,7.35068493150685,Python
dokku/dokku,https://github.com/dokku/dokku,31860,2026-04-27T02:41:10Z,4705,Without AI Policy,Sem politica de IA,12.89041095890411,Shell
aristocratos/btop,https://github.com/aristocratos/btop,31851,2026-04-26T12:36:51Z,1816,Without AI Policy,Sem politica de IA,4.975342465753425,C++
airbnb/lottie-web,https://github.com/airbnb/lottie-web,31819,2025-09-01T09:01:31Z,4083,Without AI Policy,Sem politica de IA,11.186301369863013,JavaScript
tokio-rs/tokio,https://github.com/tokio-rs/tokio,31776,2026-04-20T19:03:45Z,3516,Without AI Policy,Sem politica de IA,9.632876712328768,Rust
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,31771,2026-04-26T23:57:40Z,4304,Without AI Policy,Sem politica de IA,11.791780821917808,Go
kubernetes/minikube,https://github.com/kubernetes/minikube,31738,2026-04-24T22:11:53Z,3663,Without AI Policy,Sem politica de IA,10.035616438356165,Go
conductor-oss/conductor,https://github.com/conductor-oss/conductor,31706,2026-04-27T01:10:43Z,870,Without AI Policy,Sem politica de IA,2.3835616438356166,Java
codex-team/editor.js,https://github.com/codex-team/editor.js,31703,2026-04-21T22:16:48Z,3802,Without AI Policy,Sem politica de IA,10.416438356164383,TypeScript
motiondivision/motion,https://github.com/motiondivision/motion,31699,2026-04-15T11:13:50Z,2718,Without AI Policy,Sem politica de IA,7.446575342465754,TypeScript
ZhuLinsen/daily_stock_analysis,https://github.com/ZhuLinsen/daily_stock_analysis,31666,2026-04-27T02:35:51Z,106,Without AI Policy,Sem politica de IA,0.29041095890410956,Linguagem desconhecida
facebook/rocksdb,https://github.com/facebook/rocksdb,31647,2026-04-25T19:39:38Z,4895,Without AI Policy,Sem politica de IA,13.41095890410959,C++
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,31636,2026-04-14T01:16:57Z,3600,Without AI Policy,Sem politica de IA,9.863013698630137,TypeScript
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,31599,2026-04-26T22:09:39Z,2647,With AI Policy,Com politica de IA,7.252054794520548,TypeScript
telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,31563,2026-04-26T05:02:48Z,4377,Without AI Policy,Sem politica de IA,11.991780821917809,C++
containers/podman,https://github.com/containers/podman,31525,2026-04-24T18:16:51Z,3098,With AI Policy,Com politica de IA,8.487671232876712,Go
shardeum/shardeum,https://github.com/shardeum/shardeum,31494,2025-09-15T10:43:50Z,740,Without AI Policy,Sem politica de IA,2.0273972602739727,TypeScript
alpinejs/alpine,https://github.com/alpinejs/alpine,31480,2026-04-24T00:41:10Z,2341,Without AI Policy,Sem politica de IA,6.413698630136986,HTML
influxdata/influxdb,https://github.com/influxdata/influxdb,31464,2026-04-25T00:04:08Z,4595,Without AI Policy,Sem politica de IA,12.58904109589041,Rust
microsoft/playwright-mcp,https://github.com/microsoft/playwright-mcp,31455,2026-04-22T22:39:13Z,401,Without AI Policy,Sem politica de IA,1.0986301369863014,Linguagem desconhecida
Yeachan-Heo/oh-my-claudecode,https://github.com/Yeachan-Heo/oh-my-claudecode,31448,2026-04-27T01:39:46Z,107,Without AI Policy,Sem politica de IA,0.29315068493150687,Linguagem desconhecida
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,31441,2026-04-25T15:09:55Z,2564,Without AI Policy,Sem politica de IA,7.024657534246575,TypeScript
coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,31434,2026-04-24T10:10:11Z,3154,Without AI Policy,Sem politica de IA,8.64109589041096,C
iawia002/lux,https://github.com/iawia002/lux,31300,2026-03-29T18:18:56Z,2983,Without AI Policy,Sem politica de IA,8.172602739726027,Go
DevToys-app/DevToys,https://github.com/DevToys-app/DevToys,31284,2026-02-25T11:53:38Z,1671,Without AI Policy,Sem politica de IA,4.578082191780822,C#
github/awesome-copilot,https://github.com/github/awesome-copilot,31282,2026-04-26T19:39:45Z,319,With AI Policy,Com politica de IA,0.873972602739726,Linguagem desconhecida
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,31261,2026-04-26T13:25:22Z,1915,Without AI Policy,Sem politica de IA,5.2465753424657535,Python
parallax/jsPDF,https://github.com/parallax/jsPDF,31224,2026-04-16T04:18:49Z,5985,Without AI Policy,Sem politica de IA,16.397260273972602,JavaScript
refined-github/refined-github,https://github.com/refined-github/refined-github,31180,2026-04-26T20:24:59Z,3723,Without AI Policy,Sem politica de IA,10.2,TypeScript
docsifyjs/docsify,https://github.com/docsifyjs/docsify,31171,2026-04-15T18:50:58Z,3444,Without AI Policy,Sem politica de IA,9.435616438356165,JavaScript
ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,31153,2026-04-25T15:56:07Z,2966,Without AI Policy,Sem politica de IA,8.126027397260273,C++
tqdm/tqdm,https://github.com/tqdm/tqdm,31132,2026-02-14T00:27:00Z,3980,Without AI Policy,Sem politica de IA,10.904109589041095,Python
fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,31117,2026-04-22T20:17:02Z,5800,Without AI Policy,Sem politica de IA,15.89041095890411,TypeScript
VSCodium/vscodium,https://github.com/VSCodium/vscodium,31089,2026-04-26T21:16:30Z,2813,Without AI Policy,Sem politica de IA,7.706849315068493,Shell
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,31087,2026-04-23T11:44:35Z,2584,Without AI Policy,Sem politica de IA,7.079452054794521,Python
SortableJS/Sortable,https://github.com/SortableJS/Sortable,31081,2026-03-24T22:02:22Z,4511,Without AI Policy,Sem politica de IA,12.35890410958904,JavaScript
mantinedev/mantine,https://github.com/mantinedev/mantine,31063,2026-04-23T19:32:12Z,1935,Without AI Policy,Sem politica de IA,5.301369863013699,TypeScript
symfony/symfony,https://github.com/symfony/symfony,31017,2026-04-26T16:07:37Z,5956,Without AI Policy,Sem politica de IA,16.317808219178083,PHP
tailscale/tailscale,https://github.com/tailscale/tailscale,30967,2026-04-26T22:32:52Z,2277,Without AI Policy,Sem politica de IA,6.238356164383561,Linguagem desconhecida
AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,30933,2025-09-12T14:59:30Z,2010,Without AI Policy,Sem politica de IA,5.506849315068493,JavaScript
microsoft/calculator,https://github.com/microsoft/calculator,30920,2026-04-15T18:54:40Z,2645,Without AI Policy,Sem politica de IA,7.2465753424657535,C++
shadps4-emu/shadPS4,https://github.com/shadps4-emu/shadPS4,30917,2026-04-25T21:15:33Z,1280,Without AI Policy,Sem politica de IA,3.506849315068493,Linguagem desconhecida
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,30889,2026-04-25T00:35:52Z,4576,Without AI Policy,Sem politica de IA,12.536986301369863,JavaScript
blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,30782,2026-04-08T09:52:14Z,5625,Without AI Policy,Sem politica de IA,15.41095890410959,PHP
qdrant/qdrant,https://github.com/qdrant/qdrant,30743,2026-04-27T00:28:29Z,2157,With AI Policy,Com politica de IA,5.909589041095891,Linguagem desconhecida
qarmin/czkawka,https://github.com/qarmin/czkawka,30741,2026-04-26T15:14:50Z,2063,Without AI Policy,Sem politica de IA,5.652054794520548,Rust
AstrBotDevs/AstrBot,https://github.com/AstrBotDevs/AstrBot,30735,2026-04-27T02:38:07Z,1235,Without AI Policy,Sem politica de IA,3.3835616438356166,Linguagem desconhecida
transloadit/uppy,https://github.com/transloadit/uppy,30730,2026-04-24T23:29:12Z,3814,Without AI Policy,Sem politica de IA,10.449315068493151,TypeScript
vercel-labs/agent-browser,https://github.com/vercel-labs/agent-browser,30680,2026-04-20T21:12:47Z,105,Without AI Policy,Sem politica de IA,0.2876712328767123,Linguagem desconhecida
zeroclaw-labs/zeroclaw,https://github.com/zeroclaw-labs/zeroclaw,30667,2026-04-27T02:41:25Z,72,With AI Policy,Com politica de IA,0.19726027397260273,Linguagem desconhecida
AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,30656,2026-04-25T09:52:22Z,4525,Without AI Policy,Sem politica de IA,12.397260273972602,C#
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,30611,2026-04-27T01:39:14Z,4977,With AI Policy,Com politica de IA,13.635616438356164,Linguagem desconhecida
pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,30606,2026-04-14T19:23:20Z,2617,Without AI Policy,Sem politica de IA,7.16986301369863,TypeScript
openai/openai-python,https://github.com/openai/openai-python,30605,2026-04-26T05:50:25Z,2009,Without AI Policy,Sem politica de IA,5.504109589041096,Python
layui/layui,https://github.com/layui/layui,30527,2026-04-23T10:07:51Z,3869,Without AI Policy,Sem politica de IA,10.6,JavaScript
dandavison/delta,https://github.com/dandavison/delta,30504,2026-03-28T20:15:33Z,2498,Without AI Policy,Sem politica de IA,6.843835616438356,Linguagem desconhecida
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,30478,2026-04-26T00:59:44Z,991,Without AI Policy,Sem politica de IA,2.7150684931506848,Linguagem desconhecida
CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,30455,2026-04-27T01:04:45Z,1042,With AI Policy,Com politica de IA,2.8547945205479452,Linguagem desconhecida
filamentphp/filament,https://github.com/filamentphp/filament,30448,2026-04-26T09:54:24Z,2230,Without AI Policy,Sem politica de IA,6.109589041095891,PHP
grafana/k6,https://github.com/grafana/k6,30446,2026-04-27T00:05:16Z,3688,Without AI Policy,Sem politica de IA,10.104109589041096,Go
dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly,30403,2026-04-26T15:12:09Z,1597,Without AI Policy,Sem politica de IA,4.375342465753425,C++
cfenollosa/os-tutorial,https://github.com/cfenollosa/os-tutorial,30358,2026-02-04T09:33:56Z,4227,Without AI Policy,Sem politica de IA,11.580821917808219,C
sequelize/sequelize,https://github.com/sequelize/sequelize,30354,2026-04-26T06:01:17Z,5757,Without AI Policy,Sem politica de IA,15.772602739726027,TypeScript
nvim-lua/kickstart.nvim,https://github.com/nvim-lua/kickstart.nvim,30348,2026-04-23T23:33:55Z,1402,Without AI Policy,Sem politica de IA,3.841095890410959,Lua
jumpserver/jumpserver,https://github.com/jumpserver/jumpserver,30342,2026-04-27T00:52:24Z,4314,Without AI Policy,Sem politica de IA,11.819178082191781,Python
facebook/folly,https://github.com/facebook/folly,30340,2026-04-26T22:57:59Z,5077,Without AI Policy,Sem politica de IA,13.90958904109589,C++
iced-rs/iced,https://github.com/iced-rs/iced,30331,2026-04-25T12:53:29Z,2477,Without AI Policy,Sem politica de IA,6.786301369863014,Rust
sunface/rust-course,https://github.com/sunface/rust-course,30303,2026-03-12T15:34:50Z,2819,Without AI Policy,Sem politica de IA,7.723287671232876,Rust
chinabugotech/hutool,https://github.com/chinabugotech/hutool,30302,2026-04-21T08:56:16Z,4396,Without AI Policy,Sem politica de IA,12.043835616438356,Java
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,30298,2026-04-24T16:28:09Z,5313,Without AI Policy,Sem politica de IA,14.556164383561644,TypeScript
abhigyanpatwari/GitNexus,https://github.com/abhigyanpatwari/GitNexus,30279,2026-04-26T11:42:56Z,267,Without AI Policy,Sem politica de IA,0.7315068493150685,Linguagem desconhecida
StevenBlack/hosts,https://github.com/StevenBlack/hosts,30271,2026-04-23T17:33:34Z,5127,Without AI Policy,Sem politica de IA,14.046575342465754,Python
vercel/turborepo,https://github.com/vercel/turborepo,30262,2026-04-22T19:55:09Z,1664,Without AI Policy,Sem politica de IA,4.558904109589041,Rust
FujiwaraChoki/MoneyPrinterV2,https://github.com/FujiwaraChoki/MoneyPrinterV2,30236,2026-04-04T15:13:48Z,804,Without AI Policy,Sem politica de IA,2.202739726027397,Linguagem desconhecida
trailofbits/algo,https://github.com/trailofbits/algo,30231,2026-04-22T12:27:56Z,3633,Without AI Policy,Sem politica de IA,9.953424657534246,Python
spf13/viper,https://github.com/spf13/viper,30220,2026-01-12T21:42:47Z,4407,Without AI Policy,Sem politica de IA,12.073972602739726,Go
honojs/hono,https://github.com/honojs/hono,30157,2026-04-25T23:37:20Z,1594,Without AI Policy,Sem politica de IA,4.367123287671233,Linguagem desconhecida
datawhalechina/self-llm,https://github.com/datawhalechina/self-llm,30123,2026-04-24T13:50:47Z,893,Without AI Policy,Sem politica de IA,2.4465753424657533,Linguagem desconhecida
xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,30104,2026-04-05T17:55:44Z,3802,Without AI Policy,Sem politica de IA,10.416438356164383,Java
GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,30100,2026-04-26T19:34:41Z,3702,Without AI Policy,Sem politica de IA,10.142465753424657,JavaScript
nginx/nginx,https://github.com/nginx/nginx,30084,2026-04-24T16:36:43Z,3960,Without AI Policy,Sem politica de IA,10.849315068493151,C
openssl/openssl,https://github.com/openssl/openssl,30068,2026-04-26T14:38:15Z,4849,Without AI Policy,Sem politica de IA,13.284931506849315,C
encode/django-rest-framework,https://github.com/encode/django-rest-framework,29991,2026-04-07T22:54:03Z,5534,Without AI Policy,Sem politica de IA,15.161643835616438,Python
fishaudio/fish-speech,https://github.com/fishaudio/fish-speech,29962,2026-04-06T19:09:42Z,929,Without AI Policy,Sem politica de IA,2.5452054794520547,Linguagem desconhecida
ageron/handson-ml2,https://github.com/ageron/handson-ml2,29931,2026-03-19T01:05:36Z,2665,Without AI Policy,Sem politica de IA,7.301369863013699,Jupyter Notebook
square/leakcanary,https://github.com/square/leakcanary,29923,2026-03-24T10:43:32Z,4015,Without AI Policy,Sem politica de IA,11.0,Kotlin
