repo_name,link,stars,most_recent_activity,age_days,has_ai_policy,has_ai_policy_label,age_years,language
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,41078,2026-04-23T08:55:52Z,844,Without AI Policy,Sem politica de IA,2.3123287671232875,Go
styled-components/styled-components,https://github.com/styled-components/styled-components,41024,2026-04-25T03:28:31Z,3540,Without AI Policy,Sem politica de IA,9.698630136986301,TypeScript
vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,40995,2026-04-24T16:40:44Z,3514,Without AI Policy,Sem politica de IA,9.627397260273973,TypeScript
tabler/tabler,https://github.com/tabler/tabler,40987,2026-04-24T23:29:06Z,3006,Without AI Policy,Sem politica de IA,8.235616438356164,HTML
HKUDS/nanobot,https://github.com/HKUDS/nanobot,40957,2026-04-27T02:33:55Z,84,Without AI Policy,Sem politica de IA,0.23013698630136986,Python
datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,40870,2026-04-25T14:24:05Z,231,Without AI Policy,Sem politica de IA,0.6328767123287671,Linguagem desconhecida
saadeghi/daisyui,https://github.com/saadeghi/daisyui,40819,2026-04-22T17:02:48Z,1975,Without AI Policy,Sem politica de IA,5.410958904109589,Svelte
aria2/aria2,https://github.com/aria2/aria2,40746,2026-03-10T10:01:53Z,5629,Without AI Policy,Sem politica de IA,15.421917808219177,C++
badlogic/pi-mono,https://github.com/badlogic/pi-mono,40726,2026-04-26T22:24:34Z,260,With AI Policy,Com politica de IA,0.7123287671232876,Linguagem desconhecida
HeyPuter/puter,https://github.com/HeyPuter/puter,40695,2026-04-27T02:23:16Z,785,With AI Policy,Com politica de IA,2.1506849315068495,JavaScript
666ghj/BettaFish,https://github.com/666ghj/BettaFish,40635,2026-03-13T16:22:40Z,664,Without AI Policy,Sem politica de IA,1.819178082191781,Python
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40477,2026-01-20T11:01:02Z,3589,Without AI Policy,Sem politica de IA,9.832876712328767,HTML
KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,40463,2026-04-23T15:15:50Z,212,Without AI Policy,Sem politica de IA,0.5808219178082191,TypeScript
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,40423,2026-04-20T06:13:49Z,1648,Without AI Policy,Sem politica de IA,4.515068493150685,Jupyter Notebook
chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40391,2026-04-27T01:51:57Z,2444,Without AI Policy,Sem politica de IA,6.695890410958904,TypeScript
vim/vim,https://github.com/vim/vim,40276,2026-04-26T17:32:11Z,3904,With AI Policy,Com politica de IA,10.695890410958905,Vim Script
remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40271,2026-04-24T15:47:35Z,3848,Without AI Policy,Sem politica de IA,10.542465753424658,Nunjucks
trpc/trpc,https://github.com/trpc/trpc,40109,2026-04-24T23:33:59Z,2109,Without AI Policy,Sem politica de IA,5.778082191780822,TypeScript
mifi/lossless-cut,https://github.com/mifi/lossless-cut,40052,2026-04-25T16:03:55Z,3465,Without AI Policy,Sem politica de IA,9.493150684931507,TypeScript
php/php-src,https://github.com/php/php-src,40036,2026-04-26T22:10:47Z,5429,With AI Policy,Com politica de IA,14.873972602739727,C
santifer/career-ops,https://github.com/santifer/career-ops,40032,2026-04-26T20:01:32Z,22,Without AI Policy,Sem politica de IA,0.06027397260273973,Linguagem desconhecida
pingcap/tidb,https://github.com/pingcap/tidb,40030,2026-04-25T14:17:40Z,3885,Without AI Policy,Sem politica de IA,10.643835616438356,Go
paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,39938,2026-04-27T02:22:30Z,1534,With AI Policy,Com politica de IA,4.2027397260273975,Python
vnpy/vnpy,https://github.com/vnpy/vnpy,39880,2026-04-22T07:37:04Z,4073,Without AI Policy,Sem politica de IA,11.158904109589042,Python
evanw/esbuild,https://github.com/evanw/esbuild,39865,2026-04-02T20:38:53Z,3603,Without AI Policy,Sem politica de IA,9.871232876712329,Go
facebookresearch/faiss,https://github.com/facebookresearch/faiss,39851,2026-04-26T05:33:19Z,3365,Without AI Policy,Sem politica de IA,9.219178082191782,C++
imputnet/cobalt,https://github.com/imputnet/cobalt,39782,2026-04-06T11:59:56Z,1388,Without AI Policy,Sem politica de IA,3.802739726027397,Svelte
go-gorm/gorm,https://github.com/go-gorm/gorm,39715,2026-03-23T10:05:06Z,4566,Without AI Policy,Sem politica de IA,12.509589041095891,Go
videojs/video.js,https://github.com/videojs/video.js,39710,2026-03-11T20:25:34Z,5826,Without AI Policy,Sem politica de IA,15.961643835616439,JavaScript
agno-agi/agno,https://github.com/agno-agi/agno,39694,2026-04-26T09:56:52Z,1453,With AI Policy,Com politica de IA,3.9808219178082194,Python
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,39691,2026-04-26T18:25:37Z,2126,Without AI Policy,Sem politica de IA,5.824657534246575,TypeScript
chatboxai/chatbox,https://github.com/chatboxai/chatbox,39656,2026-04-09T03:24:43Z,1147,Without AI Policy,Sem politica de IA,3.1424657534246574,TypeScript
gofiber/fiber,https://github.com/gofiber/fiber,39638,2026-04-26T22:42:02Z,2292,Without AI Policy,Sem politica de IA,6.279452054794521,Go
photoprism/photoprism,https://github.com/photoprism/photoprism,39580,2026-04-26T12:26:20Z,3011,With AI Policy,Com politica de IA,8.24931506849315,Go
phaserjs/phaser,https://github.com/phaserjs/phaser,39505,2026-04-24T23:21:57Z,4762,Without AI Policy,Sem politica de IA,13.046575342465754,JavaScript
lm-sys/FastChat,https://github.com/lm-sys/FastChat,39457,2025-06-02T15:22:03Z,1135,Without AI Policy,Sem politica de IA,3.1095890410958904,Python
koalaman/shellcheck,https://github.com/koalaman/shellcheck,39338,2026-04-04T02:03:45Z,4908,Without AI Policy,Sem politica de IA,13.446575342465753,Haskell
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,39267,2025-10-24T16:37:26Z,587,Without AI Policy,Sem politica de IA,1.6082191780821917,MDX
google/styleguide,https://github.com/google/styleguide,39244,2026-04-09T16:35:19Z,3994,Without AI Policy,Sem politica de IA,10.942465753424658,HTML
nushell/nushell,https://github.com/nushell/nushell,39179,2026-04-26T09:59:25Z,2543,Without AI Policy,Sem politica de IA,6.967123287671233,Rust
2noise/ChatTTS,https://github.com/2noise/ChatTTS,39158,2026-04-10T16:33:48Z,699,Without AI Policy,Sem politica de IA,1.915068493150685,Python
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,39122,2025-07-09T12:55:23Z,1080,Without AI Policy,Sem politica de IA,2.958904109589041,Python
mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,39057,2026-04-25T17:04:44Z,2824,Without AI Policy,Sem politica de IA,7.736986301369863,Python
google/leveldb,https://github.com/google/leveldb,38985,2026-03-11T04:06:29Z,4260,Without AI Policy,Sem politica de IA,11.67123287671233,C++
D4Vinci/Scrapling,https://github.com/D4Vinci/Scrapling,38947,2026-04-25T23:46:16Z,560,Without AI Policy,Sem politica de IA,1.5342465753424657,Linguagem desconhecida
Dogfalo/materialize,https://github.com/Dogfalo/materialize,38928,2026-04-13T13:41:36Z,4244,Without AI Policy,Sem politica de IA,11.627397260273973,JavaScript
novuhq/novu,https://github.com/novuhq/novu,38866,2026-04-26T19:41:49Z,1704,Without AI Policy,Sem politica de IA,4.668493150684932,TypeScript
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,38782,2026-04-26T17:51:29Z,4567,Without AI Policy,Sem politica de IA,12.512328767123288,Ruby
DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,38692,2026-04-25T08:27:24Z,628,Without AI Policy,Sem politica de IA,1.7205479452054795,JavaScript
moeru-ai/airi,https://github.com/moeru-ai/airi,38665,2026-04-27T01:43:47Z,511,Without AI Policy,Sem politica de IA,1.4,TypeScript
microsoft/BitNet,https://github.com/microsoft/BitNet,38598,2026-03-10T07:49:47Z,629,Without AI Policy,Sem politica de IA,1.7232876712328766,Linguagem desconhecida
preactjs/preact,https://github.com/preactjs/preact,38578,2026-04-08T06:05:26Z,3880,Without AI Policy,Sem politica de IA,10.63013698630137,JavaScript
google/googletest,https://github.com/google/googletest,38528,2026-03-31T14:22:45Z,3925,Without AI Policy,Sem politica de IA,10.753424657534246,C++
halo-dev/halo,https://github.com/halo-dev/halo,38380,2026-04-26T12:29:35Z,2958,With AI Policy,Com politica de IA,8.104109589041096,Java
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,38355,2026-04-24T18:46:25Z,3013,Without AI Policy,Sem politica de IA,8.254794520547945,Python
Kong/insomnia,https://github.com/Kong/insomnia,38353,2026-04-26T06:15:10Z,3655,Without AI Policy,Sem politica de IA,10.013698630136986,TypeScript
exelban/stats,https://github.com/exelban/stats,38329,2026-04-26T11:02:54Z,2524,Without AI Policy,Sem politica de IA,6.9150684931506845,Swift
lapce/lapce,https://github.com/lapce/lapce,38323,2026-04-27T00:57:35Z,3001,Without AI Policy,Sem politica de IA,8.221917808219178,Rust
pola-rs/polars,https://github.com/pola-rs/polars,38315,2026-04-25T09:39:09Z,2174,Without AI Policy,Sem politica de IA,5.956164383561644,Rust
outline/outline,https://github.com/outline/outline,38284,2026-04-27T01:56:25Z,3626,Without AI Policy,Sem politica de IA,9.934246575342465,TypeScript
CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,38272,2026-04-16T06:11:42Z,2212,Without AI Policy,Sem politica de IA,6.06027397260274,Vue
roboflow/supervision,https://github.com/roboflow/supervision,38241,2026-04-27T00:07:28Z,1245,Without AI Policy,Sem politica de IA,3.410958904109589,Python
impress/impress.js,https://github.com/impress/impress.js,38223,2026-01-24T15:42:36Z,5233,Without AI Policy,Sem politica de IA,14.336986301369864,JavaScript
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38214,2025-06-05T07:06:39Z,4384,Without AI Policy,Sem politica de IA,12.01095890410959,Java
RSSNext/Folo,https://github.com/RSSNext/Folo,38163,2026-04-26T01:57:59Z,748,Without AI Policy,Sem politica de IA,2.0493150684931507,TypeScript
istio/istio,https://github.com/istio/istio,38151,2026-04-26T02:54:45Z,3446,Without AI Policy,Sem politica de IA,9.441095890410958,Go
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,38131,2026-04-24T15:26:47Z,3166,Without AI Policy,Sem politica de IA,8.673972602739726,TypeScript
gkd-kit/gkd,https://github.com/gkd-kit/gkd,38060,2026-04-24T07:21:51Z,1027,Without AI Policy,Sem politica de IA,2.813698630136986,Kotlin
llvm/llvm-project,https://github.com/llvm/llvm-project,38054,2026-04-27T02:02:44Z,3427,Without AI Policy,Sem politica de IA,9.389041095890411,LLVM
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,38037,2026-04-27T01:32:31Z,5353,With AI Policy,Com politica de IA,14.665753424657535,Ruby
naptha/tesseract.js,https://github.com/naptha/tesseract.js,38036,2026-02-28T02:55:17Z,3959,Without AI Policy,Sem politica de IA,10.846575342465753,JavaScript
vadimdemedes/ink,https://github.com/vadimdemedes/ink,37994,2026-04-17T07:15:51Z,3240,Without AI Policy,Sem politica de IA,8.876712328767123,TypeScript
ManimCommunity/manim,https://github.com/ManimCommunity/manim,37966,2026-04-21T18:07:15Z,2169,Without AI Policy,Sem politica de IA,5.942465753424657,Python
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,37924,2025-11-10T09:27:42Z,1122,Without AI Policy,Sem politica de IA,3.073972602739726,Python
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,37912,2026-04-26T09:20:03Z,3888,With AI Policy,Com politica de IA,10.652054794520549,Java
XTLS/Xray-core,https://github.com/XTLS/Xray-core,37897,2026-04-27T00:23:24Z,1994,Without AI Policy,Sem politica de IA,5.463013698630137,Go
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,37897,2026-04-19T08:27:55Z,1672,Without AI Policy,Sem politica de IA,4.580821917808219,Rust
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,37869,2026-04-27T01:14:52Z,4429,Without AI Policy,Sem politica de IA,12.134246575342466,C#
google-research/google-research,https://github.com/google-research/google-research,37797,2026-04-26T00:39:21Z,2761,Without AI Policy,Sem politica de IA,7.564383561643836,Jupyter Notebook
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,37794,2026-04-26T20:13:43Z,1853,Without AI Policy,Sem politica de IA,5.076712328767123,JavaScript
juanfont/headscale,https://github.com/juanfont/headscale,37793,2026-04-26T00:42:43Z,2135,Without AI Policy,Sem politica de IA,5.8493150684931505,Go
huihut/interview,https://github.com/huihut/interview,37767,2025-08-24T07:01:54Z,2998,Without AI Policy,Sem politica de IA,8.213698630136987,C++
duckdb/duckdb,https://github.com/duckdb/duckdb,37747,2026-04-26T07:27:51Z,2861,With AI Policy,Com politica de IA,7.838356164383562,C++
vlang/v,https://github.com/vlang/v,37508,2026-04-27T02:06:07Z,2634,Without AI Policy,Sem politica de IA,7.2164383561643834,V
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,37450,2026-01-31T18:22:26Z,2471,Without AI Policy,Sem politica de IA,6.76986301369863,C#
NervJS/taro,https://github.com/NervJS/taro,37430,2026-04-24T12:16:22Z,2940,Without AI Policy,Sem politica de IA,8.054794520547945,TypeScript
eugenp/tutorials,https://github.com/eugenp/tutorials,37358,2026-04-25T18:44:27Z,4745,Without AI Policy,Sem politica de IA,13.0,Java
docker/compose,https://github.com/docker/compose,37320,2026-04-23T08:29:37Z,4521,Without AI Policy,Sem politica de IA,12.386301369863014,Go
ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,37302,2026-04-26T02:10:41Z,227,Without AI Policy,Sem politica de IA,0.6219178082191781,Linguagem desconhecida
portainer/portainer,https://github.com/portainer/portainer,37294,2026-04-26T13:26:49Z,3629,Without AI Policy,Sem politica de IA,9.942465753424658,TypeScript
alibaba/arthas,https://github.com/alibaba/arthas,37279,2026-04-24T08:36:26Z,2797,Without AI Policy,Sem politica de IA,7.663013698630137,Java
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,37223,2025-10-22T09:39:06Z,2512,Without AI Policy,Sem politica de IA,6.882191780821918,Python
chen08209/FlClash,https://github.com/chen08209/FlClash,37196,2026-04-26T09:16:50Z,985,Without AI Policy,Sem politica de IA,2.6986301369863015,Dart
openai/gym,https://github.com/openai/gym,37175,2026-03-26T23:13:27Z,3651,Without AI Policy,Sem politica de IA,10.002739726027396,Python
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,37150,2026-04-24T18:51:03Z,5052,Without AI Policy,Sem politica de IA,13.841095890410958,Python
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,37119,2026-04-22T08:15:30Z,1015,Without AI Policy,Sem politica de IA,2.780821917808219,JavaScript
sxyazi/yazi,https://github.com/sxyazi/yazi,37097,2026-04-26T08:22:18Z,1023,Without AI Policy,Sem politica de IA,2.802739726027397,Rust
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,36983,2026-04-13T14:38:13Z,2578,Without AI Policy,Sem politica de IA,7.063013698630137,HTML
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,36926,2026-01-13T19:49:12Z,3163,Without AI Policy,Sem politica de IA,8.665753424657535,Python
babysor/MockingBird,https://github.com/babysor/MockingBird,36903,2026-03-03T14:59:58Z,1723,Without AI Policy,Sem politica de IA,4.720547945205479,Python
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,36797,2025-08-25T04:02:38Z,3095,Without AI Policy,Sem politica de IA,8.479452054794521,HTML
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,36780,2026-04-19T05:43:21Z,1918,Without AI Policy,Sem politica de IA,5.254794520547946,Java
markedjs/marked,https://github.com/markedjs/marked,36759,2026-04-21T02:52:38Z,5390,Without AI Policy,Sem politica de IA,14.767123287671232,TypeScript
ashishps1/awesome-system-design-resources,https://github.com/ashishps1/awesome-system-design-resources,36753,2026-02-16T18:32:29Z,915,Without AI Policy,Sem politica de IA,2.506849315068493,Java
inkonchain/docs,https://github.com/inkonchain/docs,36751,2026-03-24T13:44:05Z,719,Without AI Policy,Sem politica de IA,1.9698630136986301,MDX
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,36726,2026-04-26T18:12:09Z,5195,Without AI Policy,Sem politica de IA,14.232876712328768,C++
aseprite/aseprite,https://github.com/aseprite/aseprite,36720,2026-04-21T19:13:01Z,4268,With AI Policy,Com politica de IA,11.693150684931506,C++
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,36717,2026-04-24T18:31:06Z,2640,Without AI Policy,Sem politica de IA,7.232876712328767,Python
inkonchain/node,https://github.com/inkonchain/node,36695,2026-04-21T17:00:42Z,713,Without AI Policy,Sem politica de IA,1.9534246575342467,Shell
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36649,2026-02-18T07:09:54Z,4879,Without AI Policy,Sem politica de IA,13.367123287671232,Kotlin
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,36605,2025-10-20T15:44:41Z,538,Without AI Policy,Sem politica de IA,1.473972602739726,TypeScript
date-fns/date-fns,https://github.com/date-fns/date-fns,36560,2025-09-08T08:25:16Z,4220,Without AI Policy,Sem politica de IA,11.561643835616438,TypeScript
servo/servo,https://github.com/servo/servo,36558,2026-04-27T01:58:31Z,5191,Without AI Policy,Sem politica de IA,14.221917808219178,Rust
amruthpillai/reactive-resume,https://github.com/amruthpillai/reactive-resume,36471,2026-04-26T09:46:58Z,2223,Without AI Policy,Sem politica de IA,6.090410958904109,TypeScript
typeorm/typeorm,https://github.com/typeorm/typeorm,36465,2026-04-24T23:24:44Z,3709,Without AI Policy,Sem politica de IA,10.161643835616438,TypeScript
LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,36463,2026-04-26T18:58:20Z,1593,Without AI Policy,Sem politica de IA,4.364383561643836,C++
ueberdosis/tiptap,https://github.com/ueberdosis/tiptap,36456,2026-04-23T02:08:38Z,2806,With AI Policy,Com politica de IA,7.6876712328767125,TypeScript
mattermost/mattermost,https://github.com/mattermost/mattermost,36376,2026-04-26T21:08:08Z,3968,Without AI Policy,Sem politica de IA,10.871232876712329,TypeScript
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,36354,2026-04-24T20:53:58Z,1365,Without AI Policy,Sem politica de IA,3.73972602739726,Rust
umami-software/umami,https://github.com/umami-software/umami,36344,2026-04-26T23:03:18Z,2109,Without AI Policy,Sem politica de IA,5.778082191780822,TypeScript
xyflow/xyflow,https://github.com/xyflow/xyflow,36332,2026-04-21T22:07:35Z,2477,Without AI Policy,Sem politica de IA,6.786301369863014,TypeScript
ShareX/ShareX,https://github.com/ShareX/ShareX,36296,2026-04-25T07:28:00Z,4583,Without AI Policy,Sem politica de IA,12.556164383561644,C#
hankcs/HanLP,https://github.com/hankcs/HanLP,36276,2025-11-15T23:08:17Z,4217,Without AI Policy,Sem politica de IA,11.553424657534247,Python
rtk-ai/rtk,https://github.com/rtk-ai/rtk,36226,2026-04-26T11:27:56Z,94,With AI Policy,Com politica de IA,0.25753424657534246,Linguagem desconhecida
fastify/fastify,https://github.com/fastify/fastify,36132,2026-04-26T07:30:29Z,3497,With AI Policy,Com politica de IA,9.580821917808219,JavaScript
ajeetdsouza/zoxide,https://github.com/ajeetdsouza/zoxide,36093,2026-04-13T19:40:38Z,2243,Without AI Policy,Sem politica de IA,6.145205479452055,Rust
danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,36089,2026-04-27T00:20:23Z,1170,Without AI Policy,Sem politica de IA,3.2054794520547945,TypeScript
lerna/lerna,https://github.com/lerna/lerna,36071,2026-04-15T18:50:11Z,3796,Without AI Policy,Sem politica de IA,10.4,TypeScript
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,36035,2025-04-29T01:19:32Z,1116,Without AI Policy,Sem politica de IA,3.0575342465753423,TypeScript
carbon-app/carbon,https://github.com/carbon-app/carbon,36024,2026-02-10T05:07:19Z,3236,Without AI Policy,Sem politica de IA,8.865753424657534,JavaScript
doocs/leetcode,https://github.com/doocs/leetcode,35947,2026-04-26T15:39:18Z,2779,Without AI Policy,Sem politica de IA,7.6136986301369864,Java
google/langextract,https://github.com/google/langextract,35906,2026-04-25T05:24:38Z,292,Without AI Policy,Sem politica de IA,0.8,Python
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,35836,2026-04-25T00:45:22Z,1928,Without AI Policy,Sem politica de IA,5.282191780821917,Rust
TriliumNext/Trilium,https://github.com/TriliumNext/Trilium,35761,2026-04-27T02:21:13Z,3261,Without AI Policy,Sem politica de IA,8.934246575342465,TypeScript
pbatard/rufus,https://github.com/pbatard/rufus,35721,2026-04-23T15:18:38Z,5272,Without AI Policy,Sem politica de IA,14.443835616438356,C
koajs/koa,https://github.com/koajs/koa,35709,2026-04-08T15:33:08Z,4663,Without AI Policy,Sem politica de IA,12.775342465753425,JavaScript
safishamsi/graphify,https://github.com/safishamsi/graphify,35642,2026-04-25T14:56:59Z,23,Without AI Policy,Sem politica de IA,0.06301369863013699,Linguagem desconhecida
junegunn/vim-plug,https://github.com/junegunn/vim-plug,35637,2026-02-18T16:23:49Z,4611,Without AI Policy,Sem politica de IA,12.632876712328768,Vim Script
airbnb/lottie-android,https://github.com/airbnb/lottie-android,35613,2026-02-15T22:03:57Z,3489,Without AI Policy,Sem politica de IA,9.558904109589042,Java
Textualize/textual,https://github.com/Textualize/textual,35594,2026-04-26T14:22:56Z,1844,Without AI Policy,Sem politica de IA,5.052054794520548,Python
hashicorp/vault,https://github.com/hashicorp/vault,35507,2026-04-24T23:26:46Z,4079,Without AI Policy,Sem politica de IA,11.175342465753424,Go
jax-ml/jax,https://github.com/jax-ml/jax,35484,2026-04-27T02:04:51Z,2740,With AI Policy,Com politica de IA,7.506849315068493,Python
solidjs/solid,https://github.com/solidjs/solid,35462,2026-04-25T05:00:57Z,2924,Without AI Policy,Sem politica de IA,8.01095890410959,TypeScript
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,35459,2026-03-17T16:13:31Z,4601,Without AI Policy,Sem politica de IA,12.605479452054794,JavaScript
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,35367,2025-06-24T16:15:03Z,4565,Without AI Policy,Sem politica de IA,12.506849315068493,Shell
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,35326,2025-08-11T12:00:01Z,1362,Without AI Policy,Sem politica de IA,3.7315068493150685,Python
hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,35298,2026-04-27T00:10:28Z,1502,With AI Policy,Com politica de IA,4.115068493150685,C++
sickn33/antigravity-awesome-skills,https://github.com/sickn33/antigravity-awesome-skills,35256,2026-04-26T20:32:26Z,102,Without AI Policy,Sem politica de IA,0.27945205479452057,Linguagem desconhecida
harness/harness,https://github.com/harness/harness,35255,2026-04-24T16:54:16Z,4461,Without AI Policy,Sem politica de IA,12.221917808219178,Go
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,35228,2026-04-27T01:06:44Z,1172,Without AI Policy,Sem politica de IA,3.210958904109589,HTML
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,35215,2026-04-24T13:30:15Z,4547,With AI Policy,Com politica de IA,12.457534246575342,JavaScript
1Panel-dev/1Panel,https://github.com/1Panel-dev/1Panel,35180,2026-04-24T10:16:05Z,1377,Without AI Policy,Sem politica de IA,3.7726027397260276,Go
microsoft/Data-Science-For-Beginners,https://github.com/microsoft/Data-Science-For-Beginners,35114,2026-04-26T18:35:25Z,1880,Without AI Policy,Sem politica de IA,5.1506849315068495,Jupyter Notebook
bumptech/glide,https://github.com/bumptech/glide,35025,2026-04-24T13:10:01Z,4675,Without AI Policy,Sem politica de IA,12.808219178082192,Java
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,35014,2026-03-01T17:07:40Z,754,Without AI Policy,Sem politica de IA,2.0657534246575344,Jupyter Notebook
typicode/husky,https://github.com/typicode/husky,35000,2026-03-19T23:03:16Z,4325,Without AI Policy,Sem politica de IA,11.849315068493151,JavaScript
geekcomputers/Python,https://github.com/geekcomputers/Python,34985,2026-03-23T10:43:19Z,5261,Without AI Policy,Sem politica de IA,14.413698630136986,Python
mpv-player/mpv,https://github.com/mpv-player/mpv,34976,2026-04-26T06:56:24Z,4943,Without AI Policy,Sem politica de IA,13.542465753424658,C
google-ai-edge/mediapipe,https://github.com/google-ai-edge/mediapipe,34951,2026-04-24T22:53:26Z,2509,Without AI Policy,Sem politica de IA,6.873972602739726,C++
netty/netty,https://github.com/netty/netty,34932,2026-04-26T21:01:48Z,5647,Without AI Policy,Sem politica de IA,15.471232876712328,Java
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,34926,2026-04-18T07:18:50Z,1792,Without AI Policy,Sem politica de IA,4.909589041095891,TypeScript
directus/directus,https://github.com/directus/directus,34919,2026-04-26T20:43:09Z,4884,Without AI Policy,Sem politica de IA,13.38082191780822,TypeScript
schollz/croc,https://github.com/schollz/croc,34763,2026-04-26T13:57:41Z,3113,Without AI Policy,Sem politica de IA,8.528767123287672,Go
pnpm/pnpm,https://github.com/pnpm/pnpm,34742,2026-04-24T11:15:18Z,3741,Without AI Policy,Sem politica de IA,10.24931506849315,TypeScript
nextcloud/server,https://github.com/nextcloud/server,34742,2026-04-26T19:57:24Z,3615,Without AI Policy,Sem politica de IA,9.904109589041095,PHP
aquasecurity/trivy,https://github.com/aquasecurity/trivy,34715,2026-04-24T11:55:12Z,2573,Without AI Policy,Sem politica de IA,7.049315068493151,Go
gchq/CyberChef,https://github.com/gchq/CyberChef,34675,2026-04-25T11:42:55Z,3436,With AI Policy,Com politica de IA,9.413698630136986,JavaScript
laravel/framework,https://github.com/laravel/framework,34665,2026-04-26T16:43:40Z,4854,Without AI Policy,Sem politica de IA,13.2986301369863,PHP
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,34618,2025-10-10T06:25:48Z,748,Without AI Policy,Sem politica de IA,2.0493150684931507,Linguagem desconhecida
jqlang/jq,https://github.com/jqlang/jq,34570,2026-04-26T14:00:59Z,5030,Without AI Policy,Sem politica de IA,13.780821917808218,C
refinedev/refine,https://github.com/refinedev/refine,34560,2026-04-15T16:42:10Z,1922,Without AI Policy,Sem politica de IA,5.265753424657534,TypeScript
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,34475,2026-04-26T14:31:08Z,3880,Without AI Policy,Sem politica de IA,10.63013698630137,Go
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,34421,2026-04-07T19:18:41Z,2425,Without AI Policy,Sem politica de IA,6.6438356164383565,Python
datalab-to/marker,https://github.com/datalab-to/marker,34396,2026-04-24T18:33:10Z,909,Without AI Policy,Sem politica de IA,2.4904109589041097,Python
jaredpalmer/formik,https://github.com/jaredpalmer/formik,34376,2025-11-10T17:02:06Z,3238,Without AI Policy,Sem politica de IA,8.871232876712329,TypeScript
wshobson/agents,https://github.com/wshobson/agents,34367,2026-04-26T20:42:38Z,276,Without AI Policy,Sem politica de IA,0.7561643835616438,Python
HKUDS/LightRAG,https://github.com/HKUDS/LightRAG,34320,2026-04-27T01:37:59Z,571,Without AI Policy,Sem politica de IA,1.5643835616438355,Linguagem desconhecida
python-poetry/poetry,https://github.com/python-poetry/poetry,34279,2026-04-26T20:51:24Z,2979,Without AI Policy,Sem politica de IA,8.161643835616438,Python
