file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/geekxh__hello-algorithm/算法读物/剑指offer/20_NumericStrings/Solution1.java,Solution1,isNumeric/1[char[]],false,16,2,2,0,2,9,2,15,2,1,1,2,2,2,0,5,0,1,0,1,3,0,1,0,0,0,10,1,0,true
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/geekxh__hello-algorithm/算法读物/剑指offer/20_NumericStrings/Solution1.java,Solution1,scanUnsignedInteger/1[char[]],false,53,1,2,2,0,5,0,7,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6,2,0,false
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/geekxh__hello-algorithm/算法读物/剑指offer/20_NumericStrings/Solution1.java,Solution1,scanInteger/1[char[]],false,44,2,2,1,1,4,1,6,1,0,1,1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,5,2,0,false
/home/pedro/Desktop/Projetos/LabExperimentacaoDeSoftware/enunciado2/work/geekxh__hello-algorithm/算法读物/剑指offer/57_01_TwoNumbersWithSum/Solution.java,Solution,"FindNumbersWithSum/2[int[],int]",false,9,1,0,0,0,7,1,23,3,4,2,1,0,0,1,2,0,0,0,4,4,2,2,0,0,0,12,1,0,false
